,iou_top_k,iou_top_k,iou_top_k,ssim,ssim,ssim
,mean,std,count,mean,std,count
acerto_ensemble,,,,,,
False,0.08316972350714831,0.020545989195906326,6,0.36903258188244026,0.14106080153491402,6
True,0.09188509695171472,0.015277551318741065,154,0.3441131555081322,0.09575543213542556,154
