fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,30,0.08958156406879425,0.96,0.015677380304380206,1.0
2,30,0.22824955889672943,0.9090909090909091,0.013908987021036196,1.0
3,30,0.22576268017292023,0.9,0.009601961772300695,1.0
4,24,0.1430525393720637,0.9574468085106383,0.045576864039456405,0.9925925925925926
5,29,0.11003544007210021,0.9574468085106383,0.04180219570795695,0.9925925925925926
