fold,train_loss,train_accuracy,val_loss,val_accuracy
1,"[1.1045183593576604, 0.9651109552142596, 0.8332491866265884, 0.7485445767942102, 0.6821445148400586, 0.6004933540267173, 0.5532049608953071, 0.4744875563515557, 0.4117021313821427, 0.37593023975690204, 0.37585901973223446, 0.317395563077445, 0.2839411370681994, 0.252182910538683, 0.23345283426419652, 0.21717206275824344, 0.16618239819401442, 0.16048146979977387, 0.11859318945142958, 0.11179934758128542, 0.11541662432930687, 0.11244447393850847, 0.1023973547147982, 0.08273751868142022, 0.06833211159465288, 0.06928783790631728, 0.05488100407099483, 0.060370929313428474, 0.047660767731040415, 0.04322371594231538]","[0.35858585858585856, 0.6212121212121212, 0.8232323232323232, 0.8232323232323232, 0.8636363636363636, 0.8636363636363636, 0.8737373737373737, 0.898989898989899, 0.9444444444444444, 0.9494949494949495, 0.9444444444444444, 0.9646464646464646, 0.9646464646464646, 0.9747474747474747, 0.9747474747474747, 0.9848484848484849, 0.9949494949494949, 0.98989898989899, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9949494949494949, 0.9949494949494949, 1.0, 0.9949494949494949, 0.9949494949494949, 0.98989898989899, 1.0]","[1.072108325958252, 0.997711672782898, 0.8709938907623291, 0.7619694423675537, 0.6716404962539673, 0.5963526368141174, 0.5396078062057496, 0.4892627000808716, 0.44653403520584106, 0.41908050298690797, 0.37616408109664917, 0.35477808356285095, 0.32704286098480223, 0.312604455947876, 0.3020051109790802, 0.2860389232635498, 0.274456295967102, 0.2655994689464569, 0.25638661861419676, 0.25306560039520265, 0.24320332884788512, 0.23070065736770629, 0.22786317825317381, 0.21386039972305299, 0.20944226384162903, 0.19691846311092376, 0.19599028825759887, 0.19499589920043944, 0.19685137510299683, 0.19237566113471985]","[0.46, 0.58, 0.78, 0.8, 0.84, 0.88, 0.88, 0.88, 0.88, 0.88, 0.9, 0.88, 0.9, 0.9, 0.94, 0.92, 0.94, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.94, 0.94, 0.94, 0.94, 0.94, 0.92, 0.92]"
2,"[1.082040542905981, 0.9598454766803317, 0.8594170676337348, 0.7686652294313064, 0.6846735043959185, 0.606308492145153, 0.5551234760669747, 0.48138304310615615, 0.4406499278665793, 0.4021185347528169, 0.3734376671338322, 0.3203150882865443, 0.2994942032929623, 0.25765760769747725, 0.2276178827189436, 0.25898625950018567, 0.1634614901109175, 0.1405741355635903, 0.1403009765075915, 0.11384821570280826, 0.11283491747547882, 0.1441763157796378, 0.078937892435175, 0.10244460418970898, 0.07631535813061878, 0.07533216235613582, 0.07252452198905174, 0.07088537168021154, 0.06359473638462299, 0.06944825191690464]","[0.3434343434343434, 0.6616161616161617, 0.7777777777777778, 0.7929292929292929, 0.8333333333333334, 0.8484848484848485, 0.8535353535353535, 0.8787878787878788, 0.9040404040404041, 0.8939393939393939, 0.9444444444444444, 0.9494949494949495, 0.9393939393939394, 0.9696969696969697, 0.98989898989899, 0.9494949494949495, 0.9949494949494949, 0.9949494949494949, 0.9848484848484849, 0.98989898989899, 0.98989898989899, 0.9848484848484849, 1.0, 0.98989898989899, 1.0, 0.98989898989899, 0.9949494949494949, 0.9949494949494949, 1.0, 0.98989898989899]","[1.0557040786743164, 0.9963905000686646, 0.9031416344642639, 0.8108107733726502, 0.7253296637535095, 0.6555226230621338, 0.6144961977005005, 0.5797394442558289, 0.5360059857368469, 0.5146529316902161, 0.4834907555580139, 0.4493137264251709, 0.4282661068439484, 0.40966337561607363, 0.3835469043254852, 0.3661041986942291, 0.34522279500961306, 0.33548885822296143, 0.3218580174446106, 0.3421906065940857, 0.33652283310890196, 0.3464924156665802, 0.32657234072685243, 0.2996691393852234, 0.2864864468574524, 0.301602828502655, 0.2958142864704132, 0.2844720768928528, 0.298907961845398, 0.2885661387443543]","[0.5, 0.58, 0.66, 0.72, 0.78, 0.8, 0.8, 0.78, 0.82, 0.84, 0.86, 0.9, 0.9, 0.9, 0.92, 0.92, 0.92, 0.9, 0.94, 0.94, 0.94, 0.9, 0.92, 0.94, 0.94, 0.9, 0.94, 0.92, 0.9, 0.92]"
3,"[1.0724678731927968, 0.941211770881306, 0.8442254999671319, 0.7436368634002377, 0.6737390244850004, 0.5740981032752027, 0.5063576632075839, 0.4820188232744583, 0.4105627822755563, 0.3643750045636688, 0.36396219272806185, 0.29618589113457033, 0.26200616751054323, 0.21132679148153824, 0.2125146658432604, 0.19195290496855072, 0.16996103811143626, 0.15594071751893168, 0.14025865924177747, 0.12898570178735136, 0.11176900941916186, 0.08196348945299785, 0.07482170546897735, 0.06567749471375436, 0.07880471872560905, 0.05610382761994396, 0.041317586119126795, 0.04714605415409261, 0.041421657070668055, 0.04408877546137029]","[0.4393939393939394, 0.6515151515151515, 0.7424242424242424, 0.8181818181818182, 0.8232323232323232, 0.8939393939393939, 0.898989898989899, 0.8939393939393939, 0.9141414141414141, 0.9393939393939394, 0.9343434343434344, 0.9444444444444444, 0.9696969696969697, 0.9848484848484849, 0.9848484848484849, 0.9797979797979798, 0.9949494949494949, 0.9848484848484849, 0.9949494949494949, 0.98989898989899, 0.9949494949494949, 1.0, 1.0, 1.0, 0.9949494949494949, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.06757830619812, 0.996926326751709, 0.9098670220375061, 0.8263363361358642, 0.7677081799507142, 0.7109687423706055, 0.6575429677963257, 0.6025296473503112, 0.5687951922416687, 0.5145711612701416, 0.46691707134246824, 0.4395373332500458, 0.4167776894569397, 0.396148327589035, 0.37657501697540285, 0.3625620114803314, 0.33125285029411317, 0.3089736247062683, 0.30046335101127625, 0.27865131497383117, 0.27608089804649355, 0.2632018995285034, 0.24834493517875672, 0.25148041665554044, 0.22561493694782256, 0.22157567203044892, 0.21753980100154877, 0.2231106150150299, 0.21749581456184386, 0.2219653183221817]","[0.42, 0.58, 0.72, 0.72, 0.78, 0.78, 0.78, 0.84, 0.84, 0.84, 0.86, 0.86, 0.88, 0.92, 0.92, 0.9, 0.94, 0.94, 0.92, 0.92, 0.94, 0.94, 0.92, 0.94, 0.94, 0.94, 0.96, 0.94, 0.96, 0.96]"
4,"[1.1076265696305125, 0.9506873725047663, 0.8248914402333936, 0.7324667680802657, 0.6578134804514785, 0.5545053856456699, 0.47521013770271187, 0.42177138136858916, 0.3950032852402884, 0.34893958936983616, 0.2782682339150702, 0.2672614962910887, 0.2424513210902861, 0.18944111533799962, 0.16254507978657382, 0.14996377599598773, 0.1275796858809102, 0.11881337902653756, 0.1280507101635238, 0.09761374350169197, 0.06782351138453986, 0.07226497773549065, 0.06974374019919928, 0.04969266985529032, 0.04562493930360181, 0.045421999827701245, 0.05291067101248545, 0.08511708699279096, 0.03906194431398382, 0.023667268923029828]","[0.3417085427135678, 0.6432160804020101, 0.8492462311557789, 0.8341708542713567, 0.8844221105527639, 0.9195979899497487, 0.9195979899497487, 0.9396984924623115, 0.9346733668341709, 0.9346733668341709, 0.9798994974874372, 0.9597989949748744, 0.9748743718592965, 0.9899497487437185, 1.0, 0.9949748743718593, 0.9798994974874372, 0.9949748743718593, 0.9899497487437185, 0.9949748743718593, 1.0, 0.9949748743718593, 1.0, 1.0, 1.0, 1.0, 0.9949748743718593, 0.9849246231155779, 0.9949748743718593, 1.0]","[1.0934926368752305, 1.0151963209619328, 0.9372437851769584, 0.8416157510815835, 0.766273992402213, 0.7046200985811195, 0.6647277340597036, 0.6311023490769523, 0.6021799153211166, 0.5852654041076193, 0.5669088752902284, 0.5494100536618914, 0.5378231454868706, 0.5416611627656587, 0.5206540689176443, 0.5176826581663015, 0.517998713619855, 0.5201114245823452, 0.5004089535499106, 0.48103994252730387, 0.4602730079573028, 0.43271712381012584, 0.4088459623103239, 0.4051456183803325, 0.41519216858610813, 0.4382192577634539, 0.47904154962422896, 0.48915521222717906, 0.4157719186374119, 0.4013921460326837]","[0.30612244897959184, 0.6530612244897959, 0.673469387755102, 0.7551020408163265, 0.7551020408163265, 0.7755102040816326, 0.7755102040816326, 0.7755102040816326, 0.7755102040816326, 0.7755102040816326, 0.7959183673469388, 0.7959183673469388, 0.7959183673469388, 0.7755102040816326, 0.8367346938775511, 0.8367346938775511, 0.8367346938775511, 0.8367346938775511, 0.8367346938775511, 0.8367346938775511, 0.8367346938775511, 0.8775510204081632, 0.8775510204081632, 0.8775510204081632, 0.8775510204081632, 0.8775510204081632, 0.8367346938775511, 0.8163265306122449, 0.8571428571428571, 0.8775510204081632]"
5,"[1.0319520531587265, 0.910554002577336, 0.7933952215328888, 0.6995817309048906, 0.6255790615201595, 0.5303455950626775, 0.4893866716018274, 0.3900303207150656, 0.3605599268596975, 0.36059659719467163, 0.29578960495977547, 0.2365384892602662, 0.21725432507356807, 0.21548016466687073, 0.18530098712024975, 0.16447217350629106, 0.12573745846748352, 0.11163061812295387, 0.08148855697270015, 0.09682806599978826, 0.08744727262300463, 0.06904130822150552, 0.06551211233714119, 0.059903644736687744, 0.040092839274424405, 0.03343594280169837, 0.042524387414131934, 0.03379017226959593, 0.041432960997873816, 0.04424054711008791]","[0.46733668341708545, 0.6984924623115578, 0.8391959798994975, 0.8291457286432161, 0.8743718592964824, 0.9095477386934674, 0.8894472361809045, 0.9346733668341709, 0.9447236180904522, 0.914572864321608, 0.9447236180904522, 0.9748743718592965, 0.964824120603015, 0.964824120603015, 0.9949748743718593, 0.9798994974874372, 1.0, 0.9949748743718593, 1.0, 1.0, 0.9949748743718593, 1.0, 0.9899497487437185, 1.0, 1.0, 1.0, 0.9949748743718593, 1.0, 0.9949748743718593, 1.0]","[1.0556716262077799, 0.9912648444273033, 0.8960645235314662, 0.789871058901962, 0.7037666111576314, 0.6371490249828416, 0.5924694939535491, 0.5509133716018833, 0.5181483285767692, 0.4946346197809492, 0.47600993696524174, 0.44883352031513135, 0.4324140512213415, 0.41518992915445446, 0.41501896113765485, 0.4072913442339216, 0.418026006951624, 0.404902775676883, 0.39926734992436, 0.39658286863443803, 0.38009875526233594, 0.37165614536830355, 0.3638739196621642, 0.3774854698959662, 0.39161436290157087, 0.39031329690193645, 0.3780540252218441, 0.34613075061720244, 0.3567095240768121, 0.37433930805751253]","[0.4489795918367347, 0.5918367346938775, 0.7755102040816326, 0.7959183673469388, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8367346938775511, 0.8163265306122449, 0.8163265306122449, 0.7959183673469388, 0.8163265306122449, 0.8163265306122449, 0.7959183673469388, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8367346938775511, 0.8367346938775511, 0.8163265306122449, 0.8367346938775511, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8367346938775511, 0.8367346938775511, 0.8571428571428571, 0.8571428571428571, 0.8367346938775511, 0.8163265306122449]"
