fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,14,0.6780168877707587,0.5555555555555556,0.1446314754653467,0.9383561643835616
2,17,0.69601827215504,0.6486486486486487,0.07212727614517869,1.0
3,19,0.5099450382921431,0.7777777777777778,0.12366158117170203,0.9657534246575342
4,45,0.4105420294735167,0.8611111111111112,0.019565278728020517,0.9931506849315068
5,39,0.45316235761384704,0.8378378378378378,0.0382973101889265,0.9862068965517241
