,iou_top_k,iou_top_k,iou_top_k,ssim,ssim,ssim
,mean,std,count,mean,std,count
acerto_ensemble,,,,,,
False,0.08437820451591363,0.021246886470971706,64,0.37904848985266937,0.11392917538460774,64
True,0.09411310717606551,0.022669685550871812,96,0.42060236297013676,0.1067037841372256,96
