fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,28,0.4066867232322693,0.7741935483870968,0.12441310493756604,1.0
2,22,0.6125634604312004,0.5319148936170213,0.24558576853186995,0.9481481481481482
3,26,0.523512495888604,0.7777777777777778,0.11989562274658516,0.9931506849315068
4,30,0.3662894368171692,0.8125,0.0904414467016856,1.0
5,19,0.6311313973532783,0.7222222222222222,0.19833396640542436,0.9657534246575342
