fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,38,0.3174670362472534,0.9,0.035206538258176864,1.0
2,50,0.2673185294866562,0.88,0.019795945723249456,1.0
3,50,0.2192469906806946,0.94,0.01835415041958443,1.0
4,48,0.2094665756639169,0.9387755102040817,0.02052161509367689,0.9949748743718593
5,50,0.22317317067360393,0.9387755102040817,0.02798457091777169,0.9949748743718593
