acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,7,MobileNet_RecPlot + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,12,MobileNet_RecPlot + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,42,MobileNet_Original + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,42,MobileNet_RecPlot + EffNet_Original
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,42,MobileNet_RecPlot + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,93,MobileNet_RecPlot + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,107,MobileNet_Original + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,107,MobileNet_RecPlot + EffNet_Original
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,107,MobileNet_RecPlot + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,121,MobileNet_Original + MobileNet_RecPlot
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,121,MobileNet_RecPlot + EffNet_Original
18/59,0.3050847457627119,0.15584415584415584,0.3333333333333333,0.6666666666666666,121,MobileNet_RecPlot + MobileNet_RecPlot
18/59,0.3050847457627119,0.15789473684210525,0.3333333333333333,0.6677045493859194,42,MobileNet_RecPlot + EffNet_RecPlot
19/59,0.3220338983050847,0.18011695906432748,0.3448275862068966,0.6747967479674797,7,MobileNet_Original + MobileNet_RecPlot
19/59,0.3220338983050847,0.18011695906432748,0.3448275862068966,0.6747967479674797,7,MobileNet_RecPlot + EffNet_Original
19/59,0.3220338983050847,0.18011695906432748,0.3448275862068966,0.6747967479674797,12,MobileNet_Original + MobileNet_RecPlot
19/59,0.3220338983050847,0.18011695906432748,0.3448275862068966,0.6747967479674797,107,MobileNet_RecPlot + EffNet_RecPlot
19/59,0.3220338983050847,0.1822222222222222,0.3448275862068966,0.6758346306867323,42,MobileNet_Original + EffNet_RecPlot
19/59,0.3220338983050847,0.1822222222222222,0.3448275862068966,0.6758346306867323,42,EffNet_Original + EffNet_RecPlot
19/59,0.3220338983050847,0.1822222222222222,0.3448275862068966,0.6758346306867323,42,EffNet_RecPlot + EffNet_RecPlot
20/59,0.3389830508474576,0.21623093681917213,0.34929757343550444,0.6769647696476966,121,MobileNet_RecPlot + EffNet_RecPlot
19/59,0.3220338983050847,0.217234262125903,0.32375478927203066,0.6598915989159891,65,MobileNet_Original + EffNet_RecPlot
19/59,0.3220338983050847,0.217234262125903,0.32375478927203066,0.6598915989159891,65,EffNet_RecPlot + EffNet_RecPlot
19/59,0.3220338983050847,0.21913089560148383,0.32375478927203066,0.66391051144554,65,MobileNet_RecPlot + EffNet_RecPlot
15/59,0.2542372881355932,0.22649140546006066,0.3333333333333333,0.6713371389033039,65,MobileNet_RecPlot + MobileNet_RecPlot
20/59,0.3389830508474576,0.22666144405274843,0.34227330779054915,0.6710027100271002,65,EffNet_Original + EffNet_RecPlot
20/59,0.3389830508474576,0.23996265172735762,0.3888888888888889,0.6901920083030618,87,MobileNet_RecPlot + MobileNet_RecPlot
20/59,0.3389830508474576,0.24117140396210165,0.3282247765006386,0.6590785907859078,121,EffNet_RecPlot + EffNet_RecPlot
21/59,0.3559322033898305,0.2565982404692082,0.3397190293742018,0.6672086720867209,121,MobileNet_Original + EffNet_RecPlot
23/59,0.3898305084745763,0.2647058823529412,0.39080459770114945,0.7073170731707318,12,MobileNet_RecPlot + EffNet_Original
21/59,0.3559322033898305,0.2798452714419101,0.3116219667943806,0.6644928789713429,87,MobileNet_Original + EffNet_RecPlot
21/59,0.3559322033898305,0.2798452714419101,0.3116219667943806,0.6644928789713429,87,MobileNet_RecPlot + EffNet_RecPlot
21/59,0.3559322033898305,0.2798452714419101,0.3116219667943806,0.6644928789713429,87,EffNet_Original + EffNet_RecPlot
21/59,0.3559322033898305,0.2798452714419101,0.3116219667943806,0.6644928789713429,87,EffNet_RecPlot + EffNet_RecPlot
22/59,0.3728813559322034,0.30915164388286764,0.31832694763729247,0.6465663380038056,12,MobileNet_Original + EffNet_RecPlot
22/59,0.3728813559322034,0.30915164388286764,0.31832694763729247,0.6465663380038056,12,EffNet_Original + EffNet_RecPlot
22/59,0.3728813559322034,0.30915164388286764,0.31832694763729247,0.6465663380038056,12,EffNet_RecPlot + EffNet_RecPlot
