fold,train_loss,train_accuracy,val_loss,val_accuracy
1,"[0.7152038390944604, 0.7084690567587508, 0.6838124061928315, 0.6703196378792224, 0.6448042315690696, 0.642483976422524, 0.6276348403521946, 0.6091269331724465, 0.6090345694905236, 0.5876870090458669, 0.579471752351644, 0.5746551407437747, 0.5545174353787689, 0.5543528341111683, 0.5522934534922749, 0.5338105060616318, 0.5171273046610306, 0.5209952556357091, 0.5034515095405838, 0.4883625073497798, 0.4770183920049343, 0.49023983855636755, 0.47245061316457737, 0.4524260739079949, 0.4421199158746369, 0.4509374655428387, 0.44333817176267404, 0.4447787444607741, 0.42838044251714436, 0.42359241782402507]","[0.46258503401360546, 0.4421768707482993, 0.5578231292517006, 0.564625850340136, 0.6326530612244898, 0.6394557823129252, 0.7414965986394558, 0.7551020408163265, 0.7551020408163265, 0.7959183673469388, 0.8095238095238095, 0.7959183673469388, 0.8027210884353742, 0.8231292517006803, 0.8231292517006803, 0.8231292517006803, 0.8639455782312925, 0.8571428571428571, 0.8775510204081632, 0.8843537414965986, 0.9183673469387755, 0.8979591836734694, 0.9047619047619048, 0.9319727891156463, 0.9319727891156463, 0.9047619047619048, 0.9183673469387755, 0.8775510204081632, 0.9115646258503401, 0.9455782312925171]","[0.6573692968017176, 0.6585498138477928, 0.6549046039581299, 0.6432527837000395, 0.6338316641355816, 0.6206302580080534, 0.6068398042729026, 0.5958506872779444, 0.5835154840820714, 0.5751553993476065, 0.5637615009358055, 0.5521953105926514, 0.5458365270965978, 0.5331226367699472, 0.5261805151638231, 0.5192861274669045, 0.5105891008126108, 0.4987254989774604, 0.49129669603548554, 0.48340670999727753, 0.47543200066215113, 0.4652752029268365, 0.4581414116056342, 0.4497513018156353, 0.4416970924327248, 0.43477603636289897, 0.42897212819049235, 0.4225867327890898, 0.4155250066205075, 0.40980800515726995]","[0.6842105263157895, 0.5789473684210527, 0.631578947368421, 0.7894736842105263, 0.7368421052631579, 0.7894736842105263, 0.8157894736842105, 0.8157894736842105, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.9210526315789473, 0.9210526315789473, 0.9210526315789473, 0.9210526315789473, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9736842105263158, 0.9736842105263158]"
2,"[0.6806019352328393, 0.6674457930749462, 0.6550152513288683, 0.6381871792577928, 0.6265866914103108, 0.6043662086609871, 0.5997548399433013, 0.5781209411159638, 0.564542793843054, 0.5509258127981617, 0.5542116726598432, 0.5300351150574223, 0.5347985179193558, 0.5047914151222476, 0.5073976143713921, 0.49496515335575225, 0.4828780941424831, 0.4711405054215462, 0.46028050530341363, 0.4568365583496709, 0.4433115105475149, 0.43992709267523983, 0.43660538831064777, 0.4260866863112296, 0.4261184617396324, 0.41508380366909886, 0.4049494545305929, 0.4070369295535549, 0.40022963843038006, 0.37043543938667545]","[0.6129032258064516, 0.6193548387096774, 0.6516129032258065, 0.7161290322580646, 0.7096774193548387, 0.7677419354838709, 0.8064516129032258, 0.8580645161290322, 0.8516129032258064, 0.896774193548387, 0.8903225806451613, 0.9161290322580645, 0.8774193548387097, 0.9161290322580645, 0.9225806451612903, 0.9419354838709677, 0.9225806451612903, 0.9548387096774194, 0.9161290322580645, 0.9354838709677419, 0.9548387096774194, 0.9548387096774194, 0.967741935483871, 0.9548387096774194, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 0.9419354838709677, 0.9483870967741935, 0.9870967741935484]","[0.7271493673324585, 0.699959933757782, 0.6735721826553345, 0.6483228802680969, 0.6358943581581116, 0.6243100762367249, 0.6066905856132507, 0.5950971841812134, 0.5883446931838989, 0.5809780359268188, 0.5759868621826172, 0.5650619268417358, 0.5559520125389099, 0.5489050149917603, 0.5392506122589111, 0.5331759452819824, 0.5259088277816772, 0.5219883918762207, 0.5144922733306885, 0.5075006484985352, 0.5016334652900696, 0.49806252121925354, 0.49247151613235474, 0.4868716895580292, 0.47964853048324585, 0.47181281447410583, 0.46855661273002625, 0.4639812707901001, 0.45941343903541565, 0.4538726210594177]","[0.3333333333333333, 0.43333333333333335, 0.5333333333333333, 0.7333333333333333, 0.8333333333333334, 0.8, 0.8666666666666667, 0.8666666666666667, 0.9, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333]"
3,"[0.7038390636444092, 0.6927870606121264, 0.6736548417492917, 0.6559580940949289, 0.6513702085143641, 0.6230446539427105, 0.6140521419675726, 0.5997574454859683, 0.5911896385644612, 0.574192320045672, 0.5595610047641554, 0.5542806198722438, 0.5395253520262869, 0.5481663691370111, 0.5410700597261128, 0.5144406839420921, 0.5147449248715451, 0.5061722868367245, 0.4942038090605485, 0.48519634102520187, 0.47539034799525615, 0.47167529087317617, 0.45637090112033646, 0.44578452329886586, 0.4419124048007162, 0.44458108669833135, 0.42468508293754176, 0.4253835364391929, 0.409495284682826, 0.41129662645490545]","[0.4868421052631579, 0.506578947368421, 0.5789473684210527, 0.6118421052631579, 0.6513157894736842, 0.75, 0.7763157894736842, 0.8355263157894737, 0.8289473684210527, 0.8552631578947368, 0.875, 0.881578947368421, 0.9078947368421053, 0.8881578947368421, 0.8881578947368421, 0.9276315789473685, 0.9144736842105263, 0.8947368421052632, 0.9210526315789473, 0.9407894736842105, 0.9078947368421053, 0.9473684210526315, 0.9276315789473685, 0.9539473684210527, 0.9605263157894737, 0.9473684210526315, 0.9605263157894737, 0.9342105263157895, 0.9539473684210527, 0.9539473684210527]","[0.6768646186048334, 0.671657712170572, 0.6649205576289784, 0.6519014708923571, 0.6487598834615765, 0.6473153612830422, 0.6382441556814945, 0.6259418653719353, 0.6100546988573942, 0.59700306075992, 0.5852401852607727, 0.5742764761953643, 0.5626523693402609, 0.5515604308157256, 0.5444129253878738, 0.5343414743741354, 0.525354493748058, 0.5156087044513586, 0.5092054027499575, 0.5023146271705627, 0.49617748549490265, 0.48801591902068164, 0.47968262614625873, 0.4717213890769265, 0.4653529001004768, 0.4580904859485048, 0.45014965534210205, 0.4432984229290124, 0.4364257436810118, 0.4286535689325044]","[0.5454545454545454, 0.5151515151515151, 0.6666666666666666, 0.696969696969697, 0.7272727272727273, 0.696969696969697, 0.7575757575757576, 0.7272727272727273, 0.8484848484848485, 0.8787878787878788, 0.8787878787878788, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9090909090909091, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394, 0.9393939393939394]"
4,"[0.7280084727561638, 0.7127212334985602, 0.6953912287542264, 0.679711933005346, 0.6537939497869308, 0.6490241762709944, 0.6335956707392654, 0.6245051034509319, 0.6105000417526454, 0.5950144382372294, 0.5835749506950378, 0.5649303026395301, 0.5635558129989937, 0.5578267313029668, 0.5414364395076281, 0.5479068331522484, 0.5192785026275948, 0.5153767376729886, 0.5064384267754751, 0.4979858431097579, 0.49478985430443123, 0.5040789785450452, 0.4819174543635486, 0.4706327094607157, 0.4618242909647014, 0.46649769479281283, 0.45077323097072236, 0.4423661317727337, 0.43318615016871936, 0.4191362482227691]","[0.4657534246575342, 0.4657534246575342, 0.5205479452054794, 0.5684931506849316, 0.6301369863013698, 0.6575342465753424, 0.7191780821917808, 0.726027397260274, 0.7191780821917808, 0.7876712328767124, 0.7876712328767124, 0.8082191780821918, 0.7808219178082192, 0.7876712328767124, 0.8424657534246576, 0.815068493150685, 0.8698630136986302, 0.8561643835616438, 0.8698630136986302, 0.8424657534246576, 0.8904109589041096, 0.8356164383561644, 0.8698630136986302, 0.863013698630137, 0.8904109589041096, 0.8698630136986302, 0.8904109589041096, 0.910958904109589, 0.910958904109589, 0.9041095890410958]","[0.7354650528003008, 0.7069223599556165, 0.6901371876398722, 0.677426217458187, 0.6712713761207385, 0.6656447221071292, 0.6543816022383862, 0.6412895566377884, 0.6330303412217361, 0.6226459053846506, 0.6148295310827402, 0.6063443070802933, 0.5966561146271534, 0.5932761491873325, 0.5808067658008673, 0.5671877249693259, 0.5548288990289737, 0.5476331664965703, 0.5384584481899555, 0.5341265232135088, 0.5237501003803351, 0.5220505396525065, 0.5090261514370258, 0.5019860389905099, 0.4911500750443874, 0.4892771564997159, 0.4812319049468407, 0.4730992592298068, 0.46696917368815494, 0.46014440518159133]","[0.3333333333333333, 0.46153846153846156, 0.5128205128205128, 0.5641025641025641, 0.6153846153846154, 0.6410256410256411, 0.6923076923076923, 0.717948717948718, 0.717948717948718, 0.717948717948718, 0.7692307692307693, 0.7948717948717948, 0.8205128205128205, 0.8205128205128205, 0.8205128205128205, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461, 0.8461538461538461]"
5,"[0.6795216236795698, 0.6695860828672137, 0.6561055711337498, 0.653844506399972, 0.6230391110692706, 0.6216085859707423, 0.5970131124768938, 0.5896272829600743, 0.5996228473527091, 0.5722543971879142, 0.5492013284138271, 0.5545046039990016, 0.5375893456595284, 0.541019036088671, 0.5241869330406189, 0.4999933685575213, 0.4861928982394082, 0.4870317952973502, 0.48154257535934447, 0.48421827299254283, 0.46729990414210726, 0.4537459628922599, 0.45584053567477634, 0.4456735372543335, 0.44129745534488135, 0.41779516424451557, 0.4141251402241843, 0.4210235059261322, 0.4042246605668749, 0.40328336783817836]","[0.5214285714285715, 0.5857142857142857, 0.6857142857142857, 0.6571428571428571, 0.7357142857142858, 0.7714285714285715, 0.8785714285714286, 0.85, 0.7857142857142857, 0.8428571428571429, 0.9, 0.8571428571428571, 0.8785714285714286, 0.8642857142857143, 0.9285714285714286, 0.9214285714285714, 0.9642857142857143, 0.9714285714285714, 0.9285714285714286, 0.9142857142857143, 0.9285714285714286, 0.9357142857142857, 0.95, 0.95, 0.9642857142857143, 0.9428571428571428, 0.95, 0.9428571428571428, 0.95, 0.9571428571428572]","[0.7494809057977464, 0.7089988509813945, 0.6760711590449016, 0.667584228515625, 0.6527980234887865, 0.6429640624258254, 0.6368001010682848, 0.6284724116325379, 0.6270201921463012, 0.6184785683949788, 0.6096122039688958, 0.5996589647399054, 0.5944452749358283, 0.5853699127833049, 0.5749592489666409, 0.5679609126514858, 0.5621439377466838, 0.5557360688845316, 0.5519247677591111, 0.5488579829533895, 0.5411874453226725, 0.5321280148294237, 0.5266322096188863, 0.5215022166570028, 0.5158394959237841, 0.5057506336106194, 0.5029543386565314, 0.5011023124059041, 0.4939162148369683, 0.48813511265648735]","[0.26666666666666666, 0.5111111111111111, 0.6444444444444445, 0.5555555555555556, 0.6444444444444445, 0.6888888888888889, 0.6888888888888889, 0.7333333333333333, 0.7555555555555555, 0.8, 0.8222222222222222, 0.8, 0.8222222222222222, 0.8222222222222222, 0.8222222222222222, 0.8444444444444444, 0.8444444444444444, 0.8444444444444444, 0.8444444444444444, 0.8888888888888888, 0.8888888888888888, 0.8666666666666667, 0.8666666666666667, 0.9111111111111111, 0.9111111111111111, 0.9111111111111111, 0.8888888888888888, 0.9111111111111111, 0.8666666666666667, 0.8888888888888888]"
