sample,tipo_representacao,target_class,iou_top_k,ssim,seed,y_true,y_pred,acerto_ensemble
15,recplot,0,0.02564102564102564,0.18167160464801485,93,0,0,True
16,recplot,0,0.17647058823529413,0.3575146348716905,93,0,0,True
17,recplot,0,0.0,0.3429459998206523,93,0,0,True
18,recplot,0,0.05263157894736842,0.32129817228239704,93,0,0,True
19,recplot,0,0.08108108108108109,0.3801918661961123,93,0,0,True
0,recplot,0,0.02564102564102564,0.2881119133100172,107,0,1,False
1,recplot,0,0.08108108108108109,0.2529889779473934,107,0,0,True
2,recplot,0,0.02564102564102564,0.22104207408137933,107,0,0,True
3,recplot,0,0.1111111111111111,0.2747069136689719,107,0,0,True
4,recplot,0,0.1111111111111111,0.3790553011829825,107,0,0,True
5,recplot,0,0.05263157894736842,0.35050803342708753,107,0,0,True
6,recplot,0,0.05263157894736842,0.30910987723659666,107,0,0,True
7,recplot,0,0.02564102564102564,0.16584187406869313,107,0,0,True
8,recplot,0,0.02564102564102564,0.16424631360893874,107,0,0,True
9,recplot,0,0.02564102564102564,0.23860859048600352,107,0,0,True
10,recplot,0,0.05263157894736842,0.30381161711387555,107,0,0,True
11,recplot,0,0.0,0.17239129097499292,107,0,0,True
12,recplot,0,0.14285714285714285,0.3336885861321694,107,0,0,True
13,recplot,0,0.1111111111111111,0.29241890948029237,107,0,0,True
14,recplot,0,0.14285714285714285,0.22166451638615656,107,0,0,True
15,recplot,0,0.0,0.19411108179890166,107,0,0,True
16,recplot,0,0.14285714285714285,0.30942312448506354,107,0,0,True
17,recplot,0,0.0,0.19479748473374206,107,0,0,True
18,recplot,0,0.17647058823529413,0.3141902712518952,107,0,0,True
19,recplot,0,0.02564102564102564,0.2929975758544916,107,0,0,True
0,recplot,0,0.08108108108108109,0.3570651257755147,121,0,1,False
1,recplot,0,0.08108108108108109,0.22975409968045132,121,0,1,False
2,recplot,0,0.0,0.15639116952825094,121,0,0,True
3,recplot,0,0.14285714285714285,0.3090814723954802,121,0,0,True
4,recplot,0,0.0,0.21832294477449118,121,0,0,True
5,recplot,0,0.0,0.2951296703740118,121,0,0,True
6,recplot,0,0.25,0.37819346298452156,121,0,0,True
7,recplot,0,0.0,0.1370796151256669,121,0,0,True
8,recplot,0,0.02564102564102564,0.23444487030258593,121,0,0,True
9,recplot,0,0.05263157894736842,0.2923279979217828,121,0,0,True
10,recplot,0,0.02564102564102564,0.2998513104448115,121,0,0,True
11,recplot,0,0.0,0.18745123262232097,121,0,0,True
12,recplot,0,0.21212121212121213,0.30760967824078045,121,0,1,False
13,recplot,0,0.08108108108108109,0.28080023450831887,121,0,0,True
14,recplot,0,0.08108108108108109,0.24813296033389856,121,0,0,True
15,recplot,0,0.1111111111111111,0.22111714150278455,121,0,0,True
16,recplot,0,0.05263157894736842,0.20395837893867738,121,0,1,False
17,recplot,0,0.02564102564102564,0.25654176527759276,121,0,0,True
18,recplot,0,0.21212121212121213,0.3538186135246756,121,0,1,False
19,recplot,0,0.0,0.29383985443436417,121,0,0,True
