seed,sample,target_class,grupo,prob_base,prob_oclusa,queda_prob
7,0,0,Minkowski (P),0.1497899442911148,0.0076170009560883045,0.1421729433350265
7,0,0,Minkowski (G),0.1497899442911148,0.5866619944572449,-0.43687205016613007
7,0,0,Minkowski (H),0.1497899442911148,0.412034809589386,-0.2622448652982712
7,0,0,Euclidiana (P),0.1497899442911148,0.3153185248374939,-0.1655285805463791
7,0,0,Euclidiana (G),0.1497899442911148,0.41007110476493835,-0.26028116047382355
7,0,0,Euclidiana (H),0.1497899442911148,0.43728870153427124,-0.28749875724315643
7,0,0,Manhattan (P),0.1497899442911148,0.4967515766620636,-0.3469616323709488
7,0,0,Manhattan (G),0.1497899442911148,0.04098732769489288,0.10880261659622192
7,0,0,Manhattan (H),0.1497899442911148,0.5481123328208923,-0.3983223885297775
12,0,0,Minkowski (P),0.010205892845988274,0.00514451926574111,0.005061373580247164
12,0,0,Minkowski (G),0.010205892845988274,0.23698025941848755,-0.22677436657249928
12,0,0,Minkowski (H),0.010205892845988274,0.054128602147102356,-0.04392270930111408
12,0,0,Euclidiana (P),0.010205892845988274,0.047666873782873154,-0.03746098093688488
12,0,0,Euclidiana (G),0.010205892845988274,0.2654605209827423,-0.25525462813675404
12,0,0,Euclidiana (H),0.010205892845988274,0.1100454181432724,-0.09983952529728413
12,0,0,Manhattan (P),0.010205892845988274,0.11535793542861938,-0.10515204258263111
12,0,0,Manhattan (G),0.010205892845988274,0.012781376950442791,-0.0025754841044545174
12,0,0,Manhattan (H),0.010205892845988274,0.33693766593933105,-0.3267317730933428
42,0,0,Minkowski (P),0.3004298508167267,0.28221479058265686,0.018215060234069824
42,0,0,Minkowski (G),0.3004298508167267,0.04883819445967674,0.25159165635704994
42,0,0,Minkowski (H),0.3004298508167267,0.08896997570991516,0.21145987510681152
42,0,0,Euclidiana (P),0.3004298508167267,0.061574529856443405,0.23885532096028328
42,0,0,Euclidiana (G),0.3004298508167267,0.11033418029546738,0.1900956705212593
42,0,0,Euclidiana (H),0.3004298508167267,0.11908616125583649,0.1813436895608902
42,0,0,Manhattan (P),0.3004298508167267,0.04435194283723831,0.2560779079794884
42,0,0,Manhattan (G),0.3004298508167267,0.0413440465927124,0.2590858042240143
42,0,0,Manhattan (H),0.3004298508167267,0.0222002100199461,0.2782296407967806
65,0,0,Minkowski (P),0.2348736971616745,0.09361785650253296,0.14125584065914154
65,0,0,Minkowski (G),0.2348736971616745,0.08665382862091064,0.14821986854076385
65,0,0,Minkowski (H),0.2348736971616745,0.06050283834338188,0.17437085881829262
65,0,0,Euclidiana (P),0.2348736971616745,0.06620848178863525,0.16866521537303925
65,0,0,Euclidiana (G),0.2348736971616745,0.03484358265995979,0.2000301145017147
65,0,0,Euclidiana (H),0.2348736971616745,0.08191734552383423,0.15295635163784027
65,0,0,Manhattan (P),0.2348736971616745,0.07809072732925415,0.15678296983242035
65,0,0,Manhattan (G),0.2348736971616745,0.02627052552998066,0.20860317163169384
65,0,0,Manhattan (H),0.2348736971616745,0.03810558840632439,0.1967681087553501
87,0,0,Minkowski (P),0.05097692832350731,0.10415881872177124,-0.05318189039826393
87,0,0,Minkowski (G),0.05097692832350731,0.06951788812875748,-0.018540959805250168
87,0,0,Minkowski (H),0.05097692832350731,0.13516689836978912,-0.08418997004628181
87,0,0,Euclidiana (P),0.05097692832350731,0.12508678436279297,-0.07410985603928566
87,0,0,Euclidiana (G),0.05097692832350731,0.3066706955432892,-0.2556937672197819
87,0,0,Euclidiana (H),0.05097692832350731,0.20978455245494843,-0.15880762413144112
87,0,0,Manhattan (P),0.05097692832350731,0.3663908839225769,-0.3154139555990696
87,0,0,Manhattan (G),0.05097692832350731,0.034812621772289276,0.016164306551218033
87,0,0,Manhattan (H),0.05097692832350731,0.11504892259836197,-0.06407199427485466
93,0,0,Minkowski (P),0.3021541237831116,5.073480338069203e-07,0.30215361643507777
93,0,0,Minkowski (G),0.3021541237831116,0.28677064180374146,0.015383481979370117
93,0,0,Minkowski (H),0.3021541237831116,0.20289160311222076,0.09926252067089081
93,0,0,Euclidiana (P),0.3021541237831116,0.2738303244113922,0.02832379937171936
93,0,0,Euclidiana (G),0.3021541237831116,0.20946860313415527,0.0926855206489563
93,0,0,Euclidiana (H),0.3021541237831116,0.26474255323410034,0.03741157054901123
93,0,0,Manhattan (P),0.3021541237831116,0.24456094205379486,0.05759318172931671
93,0,0,Manhattan (G),0.3021541237831116,0.19451677799224854,0.10763734579086304
93,0,0,Manhattan (H),0.3021541237831116,0.08941082656383514,0.21274329721927643
107,0,0,Minkowski (P),0.21794158220291138,0.0816648006439209,0.13627678155899048
107,0,0,Minkowski (G),0.21794158220291138,0.015853004530072212,0.20208857767283916
107,0,0,Minkowski (H),0.21794158220291138,0.02830464392900467,0.1896369382739067
107,0,0,Euclidiana (P),0.21794158220291138,0.11946950107812881,0.09847208112478256
107,0,0,Euclidiana (G),0.21794158220291138,0.03806205838918686,0.17987952381372452
107,0,0,Euclidiana (H),0.21794158220291138,0.06878485530614853,0.14915672689676285
107,0,0,Manhattan (P),0.21794158220291138,0.060550905764102936,0.15739067643880844
107,0,0,Manhattan (G),0.21794158220291138,0.05283243581652641,0.16510914638638496
107,0,0,Manhattan (H),0.21794158220291138,0.0862170159816742,0.13172456622123718
121,0,0,Minkowski (P),0.09812388569116592,0.13809603452682495,-0.03997214883565903
121,0,0,Minkowski (G),0.09812388569116592,0.07229243218898773,0.025831453502178192
121,0,0,Minkowski (H),0.09812388569116592,0.024797817692160606,0.07332606799900532
121,0,0,Euclidiana (P),0.09812388569116592,0.09397825598716736,0.004145629703998566
121,0,0,Euclidiana (G),0.09812388569116592,0.07942356914281845,0.018700316548347473
121,0,0,Euclidiana (H),0.09812388569116592,0.014105546288192272,0.08401833940297365
121,0,0,Manhattan (P),0.09812388569116592,0.046573810279369354,0.05155007541179657
121,0,0,Manhattan (G),0.09812388569116592,0.014096285216510296,0.08402760047465563
121,0,0,Manhattan (H),0.09812388569116592,0.00013649761967826635,0.09798738807148766
7,1,0,Minkowski (P),0.038138724863529205,1.0277638011757517e-06,0.03813769709972803
7,1,0,Minkowski (G),0.038138724863529205,0.6035533547401428,-0.5654146298766136
7,1,0,Minkowski (H),0.038138724863529205,0.41362208127975464,-0.37548335641622543
7,1,0,Euclidiana (P),0.038138724863529205,0.29263365268707275,-0.25449492782354355
7,1,0,Euclidiana (G),0.038138724863529205,0.5309174656867981,-0.4927787408232689
7,1,0,Euclidiana (H),0.038138724863529205,0.37011438608169556,-0.33197566121816635
7,1,0,Manhattan (P),0.038138724863529205,0.19151993095874786,-0.15338120609521866
7,1,0,Manhattan (G),0.038138724863529205,0.4088505506515503,-0.3707118257880211
7,1,0,Manhattan (H),0.038138724863529205,0.519016444683075,-0.48087771981954575
12,1,0,Minkowski (P),0.2700299620628357,4.592396646611267e-16,0.27002996206283525
12,1,0,Minkowski (G),0.2700299620628357,0.18259336054325104,0.08743660151958466
12,1,0,Minkowski (H),0.2700299620628357,0.19545191526412964,0.07457804679870605
12,1,0,Euclidiana (P),0.2700299620628357,0.13234014809131622,0.13768981397151947
12,1,0,Euclidiana (G),0.2700299620628357,0.2409421056509018,0.0290878564119339
12,1,0,Euclidiana (H),0.2700299620628357,0.12419089674949646,0.14583906531333923
12,1,0,Manhattan (P),0.2700299620628357,0.2511521577835083,0.018877804279327393
12,1,0,Manhattan (G),0.2700299620628357,0.0516059510409832,0.2184240110218525
12,1,0,Manhattan (H),0.2700299620628357,0.28936687111854553,-0.01933690905570984
42,1,0,Minkowski (P),0.496823251247406,0.2835955321788788,0.21322771906852722
42,1,0,Minkowski (G),0.496823251247406,0.14646746218204498,0.350355789065361
42,1,0,Minkowski (H),0.496823251247406,0.07591117918491364,0.42091207206249237
42,1,0,Euclidiana (P),0.496823251247406,0.05246361717581749,0.4443596340715885
42,1,0,Euclidiana (G),0.496823251247406,0.1269456297159195,0.3698776215314865
42,1,0,Euclidiana (H),0.496823251247406,0.17734351754188538,0.31947973370552063
42,1,0,Manhattan (P),0.496823251247406,0.04645783081650734,0.45036542043089867
42,1,0,Manhattan (G),0.496823251247406,0.027291325852274895,0.4695319253951311
42,1,0,Manhattan (H),0.496823251247406,0.017763428390026093,0.4790598228573799
65,1,0,Minkowski (P),0.23780949413776398,0.16595230996608734,0.07185718417167664
65,1,0,Minkowski (G),0.23780949413776398,0.07099425792694092,0.16681523621082306
65,1,0,Minkowski (H),0.23780949413776398,0.008141888305544853,0.22966760583221912
65,1,0,Euclidiana (P),0.23780949413776398,0.11935637891292572,0.11845311522483826
65,1,0,Euclidiana (G),0.23780949413776398,0.06770004332065582,0.17010945081710815
65,1,0,Euclidiana (H),0.23780949413776398,0.013160454109311104,0.22464904002845287
65,1,0,Manhattan (P),0.23780949413776398,0.13072676956653595,0.10708272457122803
65,1,0,Manhattan (G),0.23780949413776398,0.04344949126243591,0.19436000287532806
65,1,0,Manhattan (H),0.23780949413776398,0.03806007653474808,0.1997494176030159
87,1,0,Minkowski (P),0.09482457488775253,0.8336666226387024,-0.7388420477509499
87,1,0,Minkowski (G),0.09482457488775253,0.14783859252929688,-0.05301401764154434
87,1,0,Minkowski (H),0.09482457488775253,0.20108731091022491,-0.10626273602247238
87,1,0,Euclidiana (P),0.09482457488775253,0.19237801432609558,-0.09755343943834305
87,1,0,Euclidiana (G),0.09482457488775253,0.2662242650985718,-0.17139969021081924
87,1,0,Euclidiana (H),0.09482457488775253,0.1818317323923111,-0.08700715750455856
87,1,0,Manhattan (P),0.09482457488775253,0.28468480706214905,-0.18986023217439651
87,1,0,Manhattan (G),0.09482457488775253,0.09488851577043533,-6.394088268280029e-05
87,1,0,Manhattan (H),0.09482457488775253,0.08973675966262817,0.005087815225124359
93,1,0,Minkowski (P),0.17594145238399506,0.0,0.17594145238399506
93,1,0,Minkowski (G),0.17594145238399506,0.28234782814979553,-0.10640637576580048
93,1,0,Minkowski (H),0.17594145238399506,0.20380659401416779,-0.02786514163017273
93,1,0,Euclidiana (P),0.17594145238399506,0.2014520764350891,-0.025510624051094055
93,1,0,Euclidiana (G),0.17594145238399506,0.2347734272480011,-0.05883197486400604
93,1,0,Euclidiana (H),0.17594145238399506,0.22968648374080658,-0.05374503135681152
93,1,0,Manhattan (P),0.17594145238399506,0.3189508616924286,-0.14300940930843353
93,1,0,Manhattan (G),0.17594145238399506,0.17315775156021118,0.0027837008237838745
93,1,0,Manhattan (H),0.17594145238399506,0.091291643679142,0.08464980870485306
107,1,0,Minkowski (P),0.34958332777023315,0.05212409421801567,0.2974592335522175
107,1,0,Minkowski (G),0.34958332777023315,0.012095214799046516,0.33748811297118664
107,1,0,Minkowski (H),0.34958332777023315,0.07969779521226883,0.2698855325579643
107,1,0,Euclidiana (P),0.34958332777023315,0.2183617204427719,0.13122160732746124
107,1,0,Euclidiana (G),0.34958332777023315,0.04088207706809044,0.3087012507021427
107,1,0,Euclidiana (H),0.34958332777023315,0.12085375189781189,0.22872957587242126
107,1,0,Manhattan (P),0.34958332777023315,0.057597771286964417,0.29198555648326874
107,1,0,Manhattan (G),0.34958332777023315,0.08865083009004593,0.2609324976801872
107,1,0,Manhattan (H),0.34958332777023315,0.14695081114768982,0.20263251662254333
121,1,0,Minkowski (P),0.11359620839357376,0.2725922465324402,-0.15899603813886642
121,1,0,Minkowski (G),0.11359620839357376,0.19163843989372253,-0.07804223150014877
121,1,0,Minkowski (H),0.11359620839357376,0.08606178313493729,0.027534425258636475
121,1,0,Euclidiana (P),0.11359620839357376,0.24650223553180695,-0.13290602713823318
121,1,0,Euclidiana (G),0.11359620839357376,0.11326205730438232,0.00033415108919143677
121,1,0,Euclidiana (H),0.11359620839357376,0.057417821139097214,0.05617838725447655
121,1,0,Manhattan (P),0.11359620839357376,0.08127619326114655,0.032320015132427216
121,1,0,Manhattan (G),0.11359620839357376,0.02983284927904606,0.0837633591145277
