seed,sample,target_class,grupo,prob_base,prob_oclusa,queda_prob
7,0,0,Minkowski (P),0.24456536769866943,0.3152063190937042,-0.07064095139503479
7,0,0,Minkowski (G),0.24456536769866943,0.1901557594537735,0.054409608244895935
7,0,0,Minkowski (H),0.24456536769866943,0.3357142508029938,-0.09114888310432434
7,0,0,Euclidiana (P),0.24456536769866943,0.27577391266822815,-0.031208544969558716
7,0,0,Euclidiana (G),0.24456536769866943,0.19014699757099152,0.05441837012767792
7,0,0,Euclidiana (H),0.24456536769866943,0.143760085105896,0.10080528259277344
7,0,0,Manhattan (P),0.24456536769866943,0.3060472309589386,-0.061481863260269165
7,0,0,Manhattan (G),0.24456536769866943,0.1310044527053833,0.11356091499328613
7,0,0,Manhattan (H),0.24456536769866943,0.13500985503196716,0.10955551266670227
12,0,0,Minkowski (P),0.04728788509964943,0.10139872878789902,-0.05411084368824959
12,0,0,Minkowski (G),0.04728788509964943,0.14035475254058838,-0.09306686744093895
12,0,0,Minkowski (H),0.04728788509964943,0.202463760972023,-0.15517587587237358
12,0,0,Euclidiana (P),0.04728788509964943,0.4312227964401245,-0.3839349113404751
12,0,0,Euclidiana (G),0.04728788509964943,0.20997780561447144,-0.162689920514822
12,0,0,Euclidiana (H),0.04728788509964943,0.24830231070518494,-0.2010144256055355
12,0,0,Manhattan (P),0.04728788509964943,0.3983213007450104,-0.35103341564536095
12,0,0,Manhattan (G),0.04728788509964943,0.14222200214862823,-0.0949341170489788
12,0,0,Manhattan (H),0.04728788509964943,0.117808036506176,-0.07052015140652657
42,0,0,Minkowski (P),0.2941787838935852,0.2863585352897644,0.0078202486038208
42,0,0,Minkowski (G),0.2941787838935852,0.2721332013607025,0.02204558253288269
42,0,0,Minkowski (H),0.2941787838935852,0.2989342212677002,-0.00475543737411499
42,0,0,Euclidiana (P),0.2941787838935852,0.3307526111602783,-0.036573827266693115
42,0,0,Euclidiana (G),0.2941787838935852,0.16404719650745392,0.1301315873861313
42,0,0,Euclidiana (H),0.2941787838935852,0.12403001636266708,0.17014876753091812
42,0,0,Manhattan (P),0.2941787838935852,0.29549890756607056,-0.0013201236724853516
42,0,0,Manhattan (G),0.2941787838935852,0.13693402707576752,0.1572447568178177
42,0,0,Manhattan (H),0.2941787838935852,0.22635161876678467,0.06782716512680054
65,0,0,Minkowski (P),0.4285312592983246,0.43479353189468384,-0.006262272596359253
65,0,0,Minkowski (G),0.4285312592983246,0.24662719666957855,0.18190406262874603
65,0,0,Minkowski (H),0.4285312592983246,0.4936158359050751,-0.06508457660675049
65,0,0,Euclidiana (P),0.4285312592983246,0.29601845145225525,0.13251280784606934
65,0,0,Euclidiana (G),0.4285312592983246,0.21967735886573792,0.20885390043258667
65,0,0,Euclidiana (H),0.4285312592983246,0.17401118576526642,0.25452007353305817
65,0,0,Manhattan (P),0.4285312592983246,0.4233437180519104,0.005187541246414185
65,0,0,Manhattan (G),0.4285312592983246,0.4024535119533539,0.026077747344970703
65,0,0,Manhattan (H),0.4285312592983246,0.5137522220611572,-0.08522096276283264
87,0,0,Minkowski (P),0.20924781262874603,0.1307751089334488,0.07847270369529724
87,0,0,Minkowski (G),0.20924781262874603,0.19274936616420746,0.016498446464538574
87,0,0,Minkowski (H),0.20924781262874603,0.21036158502101898,-0.0011137723922729492
87,0,0,Euclidiana (P),0.20924781262874603,0.060185421258211136,0.1490623913705349
87,0,0,Euclidiana (G),0.20924781262874603,0.23516994714736938,-0.025922134518623352
87,0,0,Euclidiana (H),0.20924781262874603,0.08195853978395462,0.1272892728447914
87,0,0,Manhattan (P),0.20924781262874603,0.2927763760089874,-0.0835285633802414
87,0,0,Manhattan (G),0.20924781262874603,0.35559797286987305,-0.14635016024112701
87,0,0,Manhattan (H),0.20924781262874603,0.2373284548521042,-0.028080642223358154
93,0,0,Minkowski (P),0.3710515797138214,0.21402712166309357,0.15702445805072784
93,0,0,Minkowski (G),0.3710515797138214,0.31889617443084717,0.05215540528297424
93,0,0,Minkowski (H),0.3710515797138214,0.35967040061950684,0.011381179094314575
93,0,0,Euclidiana (P),0.3710515797138214,0.31821730732917786,0.052834272384643555
93,0,0,Euclidiana (G),0.3710515797138214,0.20384570956230164,0.16720587015151978
93,0,0,Euclidiana (H),0.3710515797138214,0.12776777148246765,0.24328380823135376
93,0,0,Manhattan (P),0.3710515797138214,0.7204167246818542,-0.34936514496803284
93,0,0,Manhattan (G),0.3710515797138214,0.28797242045402527,0.08307915925979614
93,0,0,Manhattan (H),0.3710515797138214,0.29867327213287354,0.07237830758094788
107,0,0,Minkowski (P),0.0785059854388237,0.12907889485359192,-0.05057290941476822
107,0,0,Minkowski (G),0.0785059854388237,0.12898407876491547,-0.050478093326091766
107,0,0,Minkowski (H),0.0785059854388237,0.29107820987701416,-0.21257222443819046
107,0,0,Euclidiana (P),0.0785059854388237,0.3153587579727173,-0.23685277253389359
107,0,0,Euclidiana (G),0.0785059854388237,0.3781948983669281,-0.2996889129281044
107,0,0,Euclidiana (H),0.0785059854388237,0.36290621757507324,-0.28440023213624954
107,0,0,Manhattan (P),0.0785059854388237,0.28478941321372986,-0.20628342777490616
107,0,0,Manhattan (G),0.0785059854388237,0.24403005838394165,-0.16552407294511795
107,0,0,Manhattan (H),0.0785059854388237,0.14500537514686584,-0.06649938970804214
121,0,0,Minkowski (P),0.11769072711467743,0.10483414679765701,0.012856580317020416
121,0,0,Minkowski (G),0.11769072711467743,0.31515440344810486,-0.19746367633342743
121,0,0,Minkowski (H),0.11769072711467743,0.41529494524002075,-0.2976042181253433
121,0,0,Euclidiana (P),0.11769072711467743,0.15261228382587433,-0.0349215567111969
121,0,0,Euclidiana (G),0.11769072711467743,0.10942070186138153,0.008270025253295898
121,0,0,Euclidiana (H),0.11769072711467743,0.2854370176792145,-0.16774629056453705
121,0,0,Manhattan (P),0.11769072711467743,0.33847710490226746,-0.22078637778759003
121,0,0,Manhattan (G),0.11769072711467743,0.29166272282600403,-0.1739719957113266
121,0,0,Manhattan (H),0.11769072711467743,0.12091648578643799,-0.003225758671760559
7,1,0,Minkowski (P),0.23616750538349152,0.31445467472076416,-0.07828716933727264
7,1,0,Minkowski (G),0.23616750538349152,0.3249836564064026,-0.08881615102291107
7,1,0,Minkowski (H),0.23616750538349152,0.16355113685131073,0.07261636853218079
7,1,0,Euclidiana (P),0.23616750538349152,0.10201333463191986,0.13415417075157166
7,1,0,Euclidiana (G),0.23616750538349152,0.1789630949497223,0.057204410433769226
7,1,0,Euclidiana (H),0.23616750538349152,0.11041272431612015,0.12575478106737137
7,1,0,Manhattan (P),0.23616750538349152,0.16636160016059875,0.06980590522289276
7,1,0,Manhattan (G),0.23616750538349152,0.22120587527751923,0.01496163010597229
7,1,0,Manhattan (H),0.23616750538349152,0.2669391632080078,-0.030771657824516296
12,1,0,Minkowski (P),0.3634316325187683,0.3607513904571533,0.0026802420616149902
12,1,0,Minkowski (G),0.3634316325187683,0.3276662230491638,0.03576540946960449
12,1,0,Minkowski (H),0.3634316325187683,0.31227627396583557,0.05115535855293274
12,1,0,Euclidiana (P),0.3634316325187683,0.2644652724266052,0.09896636009216309
12,1,0,Euclidiana (G),0.3634316325187683,0.3027912378311157,0.06064039468765259
12,1,0,Euclidiana (H),0.3634316325187683,0.3101098835468292,0.05332174897193909
12,1,0,Manhattan (P),0.3634316325187683,0.43931207060813904,-0.07588043808937073
12,1,0,Manhattan (G),0.3634316325187683,0.2322242707014084,0.13120736181735992
12,1,0,Manhattan (H),0.3634316325187683,0.5072800517082214,-0.14384841918945312
42,1,0,Minkowski (P),0.049385685473680496,0.06873755902051926,-0.01935187354683876
42,1,0,Minkowski (G),0.049385685473680496,0.14970991015434265,-0.10032422468066216
