grupo,media,std,n
Minkowski (P),0.30852988106892615,0.41275293507182437,368
Manhattan (P),0.2940765840524194,0.3810920123775992,368
Euclidiana (G),0.2937154143350886,0.3554088068607446,368
Manhattan (H),0.29184153146352204,0.3657635570835738,368
Minkowski (G),0.2666926103233647,0.43703126404033416,368
Euclidiana (P),0.26424079138387635,0.3598562004456297,368
Manhattan (G),0.26245697720704536,0.3724514759354098,368
Euclidiana (H),0.2618368561991741,0.3429368142396226,368
Minkowski (H),0.25194642003656137,0.36541089070407873,368
