fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,29,0.09185094386339188,1.0,0.020479649015061267,1.0
2,27,0.10536150721942678,0.9705882352941176,0.04170254909911671,0.9932432432432432
3,30,0.07495148943530189,0.9777777777777777,0.02536245166276493,1.0
4,28,0.08868680015588418,1.0,0.032365237916266165,1.0
5,30,0.09638581590520011,0.9722222222222222,0.029269215791192772,0.9931506849315068
