fold,train_loss,train_accuracy,val_loss,val_accuracy
1,"[0.6866708658110927, 0.6147309247876557, 0.5685198256667231, 0.5331919033762434, 0.5094394112976504, 0.4947204438733383, 0.4609118171141181, 0.4529073200595211, 0.4553433673482546, 0.41166947928952496, 0.395196515909383, 0.40055670116988706, 0.3922136908685657, 0.3495920182953418, 0.35188657591040706, 0.3336672212036563, 0.2984621591970954, 0.2758467529021518, 0.2651458659642179, 0.27086441218852997, 0.2759387728194116, 0.25203529587933715, 0.2575409853122604, 0.23664615901423172, 0.23539810491279817, 0.21570169631863984, 0.18696149826889308, 0.25060778772327263, 0.1974911135686955, 0.1926749741107645]","[0.5985915492957746, 0.7535211267605634, 0.7746478873239436, 0.7676056338028169, 0.7746478873239436, 0.8169014084507042, 0.7746478873239436, 0.795774647887324, 0.8169014084507042, 0.7887323943661971, 0.823943661971831, 0.8309859154929577, 0.8450704225352113, 0.8732394366197183, 0.9014084507042254, 0.8732394366197183, 0.9295774647887324, 0.9366197183098591, 0.9577464788732394, 0.9014084507042254, 0.9014084507042254, 0.9366197183098591, 0.9014084507042254, 0.9436619718309859, 0.9084507042253521, 0.9295774647887324, 0.9507042253521126, 0.8873239436619719, 0.9295774647887324, 0.9507042253521126]","[0.6806998585545739, 0.7013510521068129, 0.6899891370950744, 0.6732625226641811, 0.6540270142777022, 0.647734867971997, 0.6415378811747529, 0.637198596499687, 0.639823508817096, 0.6392849434253781, 0.6435271120348642, 0.6396204468815826, 0.6266412381515947, 0.5456910722477492, 0.4795897519865701, 0.45340819968733675, 0.4344818058402039, 0.4238014921199444, 0.41163505856380905, 0.4090864873209665, 0.40437899356664614, 0.40147452784139054, 0.4028930747231772, 0.39547157148982204, 0.38474181987518485, 0.3693904467793398, 0.3611935300882472, 0.3664424052072126, 0.36276704142259997, 0.3581695771494577]","[0.6046511627906976, 0.46511627906976744, 0.5813953488372093, 0.627906976744186, 0.5813953488372093, 0.6744186046511628, 0.6511627906976745, 0.627906976744186, 0.6976744186046512, 0.6976744186046512, 0.627906976744186, 0.627906976744186, 0.627906976744186, 0.7674418604651163, 0.7906976744186046, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8604651162790697, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814, 0.8604651162790697, 0.8604651162790697, 0.8604651162790697, 0.8604651162790697, 0.8604651162790697]"
2,"[0.6831596767580187, 0.621255781199481, 0.5846107441025812, 0.5358987966099301, 0.5171714602289973, 0.4730915894379487, 0.45877412203195933, 0.4330032081217379, 0.401422222723832, 0.3912943319694416, 0.38019306756354665, 0.36386740046578486, 0.38058377842645386, 0.3431748683388169, 0.36122455387502106, 0.350002529653343, 0.3190389154730616, 0.30348944986188736, 0.3036599827779306, 0.26939338204023, 0.3217628952619192, 0.2852729236757433, 0.258954587820414, 0.2593453888957565, 0.20731158030999675, 0.2516510253017013, 0.22120024626319473, 0.21904254684577118, 0.21069938024959048, 0.17156768811715617]","[0.5540540540540541, 0.6756756756756757, 0.7432432432432432, 0.7905405405405406, 0.8040540540540541, 0.8108108108108109, 0.8378378378378378, 0.831081081081081, 0.8783783783783784, 0.8783783783783784, 0.8581081081081081, 0.8378378378378378, 0.8445945945945946, 0.8445945945945946, 0.8581081081081081, 0.8445945945945946, 0.8648648648648649, 0.9121621621621622, 0.8716216216216216, 0.8986486486486487, 0.8648648648648649, 0.8918918918918919, 0.9391891891891891, 0.9121621621621622, 0.9527027027027027, 0.8918918918918919, 0.9256756756756757, 0.9459459459459459, 0.9459459459459459, 0.9527027027027027]","[0.6626788538855475, 0.6995254932223139, 0.6922723763697857, 0.6997194676785856, 0.7095146211417945, 0.6928142583048021, 0.6695673288525762, 0.6453503901894028, 0.6244418218329146, 0.6048576412974177, 0.5914428073006708, 0.5824360203098606, 0.5665521831125826, 0.5439388284812102, 0.541366565871883, 0.5482001594595007, 0.5129029847480155, 0.4868503011561729, 0.461914127742922, 0.45778173288783514, 0.44653254505750295, 0.43727950308773966, 0.4498732436347652, 0.4436409014302331, 0.43287387893006607, 0.4249257388952616, 0.40794866149489944, 0.38730114778956853, 0.3887999122207229, 0.3898789270504101]","[0.7027027027027027, 0.4594594594594595, 0.5135135135135135, 0.4864864864864865, 0.4594594594594595, 0.5135135135135135, 0.5405405405405406, 0.5675675675675675, 0.6216216216216216, 0.7027027027027027, 0.6486486486486487, 0.6486486486486487, 0.7027027027027027, 0.7837837837837838, 0.7567567567567568, 0.7567567567567568, 0.8108108108108109, 0.8108108108108109, 0.8108108108108109, 0.8108108108108109, 0.8108108108108109, 0.8108108108108109, 0.8108108108108109, 0.8108108108108109, 0.8378378378378378, 0.8378378378378378, 0.8378378378378378, 0.8378378378378378, 0.8108108108108109, 0.8378378378378378]"
3,"[0.7026642933013333, 0.6386799466837744, 0.5993816841180157, 0.5574549914924962, 0.503312817804373, 0.4760019997502588, 0.4277738072689931, 0.4233206613048626, 0.44027633310123615, 0.3981408397103571, 0.36792691801763644, 0.35362947442729004, 0.35056825523163865, 0.31428523940645203, 0.33354809652468204, 0.2896696627140045, 0.2735453156908606, 0.2740646813325821, 0.258244477259885, 0.25841265214476616, 0.20308933250463693, 0.2258972470547743, 0.20824703422321636, 0.2422845418665819, 0.20326057456101582, 0.1725036781874432, 0.19346466261869782, 0.17013545979739755, 0.17502568510307628, 0.15847537358095692]","[0.45222929936305734, 0.6815286624203821, 0.7261146496815286, 0.7643312101910829, 0.802547770700637, 0.8152866242038217, 0.8853503184713376, 0.802547770700637, 0.7961783439490446, 0.8280254777070064, 0.8726114649681529, 0.8662420382165605, 0.8535031847133758, 0.910828025477707, 0.8789808917197452, 0.8980891719745223, 0.9235668789808917, 0.9171974522292994, 0.9171974522292994, 0.9171974522292994, 0.9426751592356688, 0.9426751592356688, 0.9490445859872612, 0.9171974522292994, 0.9554140127388535, 0.9681528662420382, 0.9426751592356688, 0.9490445859872612, 0.9617834394904459, 0.9426751592356688]","[0.6833181977272034, 0.6900744438171387, 0.697536051273346, 0.6741553544998169, 0.645675778388977, 0.6277385354042053, 0.6213595271110535, 0.6103730201721191, 0.6014371514320374, 0.5869289636611938, 0.558110773563385, 0.5371475219726562, 0.5339964032173157, 0.5498527884483337, 0.5758489966392517, 0.6080318689346313, 0.5890246033668518, 0.5750419497489929, 0.5560957789421082, 0.5554941296577454, 0.5542913675308228, 0.5533276200294495, 0.5455561280250549, 0.574828028678894, 0.5720310807228088, 0.5725184679031372, 0.5869565010070801, 0.5942016243934631, 0.6123717427253723, 0.6090105175971985]","[0.5357142857142857, 0.5, 0.6428571428571429, 0.5357142857142857, 0.6428571428571429, 0.6428571428571429, 0.6785714285714286, 0.7142857142857143, 0.7142857142857143, 0.75, 0.7857142857142857, 0.7857142857142857, 0.75, 0.6785714285714286, 0.75, 0.75, 0.75, 0.75, 0.7142857142857143, 0.7142857142857143, 0.6785714285714286, 0.6428571428571429, 0.6428571428571429, 0.6428571428571429, 0.6428571428571429, 0.6785714285714286, 0.7142857142857143, 0.6428571428571429, 0.6785714285714286, 0.6785714285714286]"
4,"[0.6656237179730214, 0.5821182606171589, 0.5460163058877803, 0.5066825686668863, 0.47546977919786154, 0.45999597286691474, 0.4268292257574951, 0.388001611240867, 0.40609600592632683, 0.3788530027785269, 0.34818849656857603, 0.35850689220590654, 0.3327575350294308, 0.31253705655230957, 0.3047223176274981, 0.3054375374803738, 0.2858854039591186, 0.2783099532532854, 0.2870430459781569, 0.25448652949868417, 0.22482002409947974, 0.25515190729884063, 0.21582248786679742, 0.23091800450062266, 0.2021315454625759, 0.1973959370737984, 0.18250678753366276, 0.17278314305811512, 0.19568392634391785, 0.1626588906966099]","[0.5782312925170068, 0.7414965986394558, 0.7891156462585034, 0.7687074829931972, 0.7959183673469388, 0.8231292517006803, 0.8231292517006803, 0.8367346938775511, 0.8231292517006803, 0.8707482993197279, 0.8571428571428571, 0.8503401360544217, 0.8571428571428571, 0.8843537414965986, 0.891156462585034, 0.8707482993197279, 0.8639455782312925, 0.9047619047619048, 0.8979591836734694, 0.9183673469387755, 0.9387755102040817, 0.891156462585034, 0.9523809523809523, 0.9183673469387755, 0.9523809523809523, 0.9455782312925171, 0.9523809523809523, 0.9523809523809523, 0.9319727891156463, 0.9727891156462585]","[0.7272576564236691, 0.6906231328060752, 0.6603148767822667, 0.6548897812241002, 0.6640382377724898, 0.6819752517499422, 0.6860962165029425, 0.6888514223851656, 0.685396040740766, 0.6714749869547392, 0.6622465503843207, 0.6477154179623252, 0.6231293050866378, 0.5972574541443273, 0.5880541299518786, 0.6207447052001953, 0.647863297086013, 0.6597007607158861, 0.6749059495173002, 0.6844641283938759, 0.6745028401675978, 0.674384355545044, 0.6785162263794949, 0.6774536622198004, 0.6847520439248336, 0.6900371171926197, 0.6936787743317453, 0.7129781936344347, 0.720153985839141, 0.708502073036997]","[0.5263157894736842, 0.5789473684210527, 0.5789473684210527, 0.631578947368421, 0.5526315789473685, 0.5, 0.47368421052631576, 0.47368421052631576, 0.5, 0.5263157894736842, 0.5263157894736842, 0.6052631578947368, 0.631578947368421, 0.6842105263157895, 0.6578947368421053, 0.631578947368421, 0.6578947368421053, 0.631578947368421, 0.6578947368421053, 0.6842105263157895, 0.7105263157894737, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895, 0.6842105263157895]"
5,"[0.7014863450233251, 0.6433300359608376, 0.5837493538856506, 0.5640781317671685, 0.515250904511099, 0.482402551255814, 0.4594653207961827, 0.44787568098878205, 0.41513446422472394, 0.41031713926628843, 0.38025301694869995, 0.36280046627946094, 0.3450902720836744, 0.32453933358192444, 0.3348919798250068, 0.3487495237017331, 0.28810034141148605, 0.28341261654683986, 0.2668151230844733, 0.25447556703058005, 0.2462970596061994, 0.23710031950310484, 0.22950858204332117, 0.21781114131620485, 0.1834225520899851, 0.22093018460763644, 0.17903656481880031, 0.16307820818603855, 0.1648131839624823, 0.15401164656632568]","[0.5068493150684932, 0.6643835616438356, 0.773972602739726, 0.773972602739726, 0.8013698630136986, 0.815068493150685, 0.8013698630136986, 0.821917808219178, 0.8287671232876712, 0.8493150684931506, 0.863013698630137, 0.863013698630137, 0.8835616438356164, 0.8904109589041096, 0.8767123287671232, 0.8835616438356164, 0.910958904109589, 0.9178082191780822, 0.9246575342465754, 0.9383561643835616, 0.9246575342465754, 0.9315068493150684, 0.9383561643835616, 0.9383561643835616, 0.9657534246575342, 0.9452054794520548, 0.952054794520548, 0.9863013698630136, 0.9657534246575342, 0.9657534246575342]","[0.6382006253951635, 0.6322158452792045, 0.6091062808648134, 0.6260933173008454, 0.6413676478923895, 0.637405031766647, 0.6275202540250925, 0.6195139227769314, 0.6127170859239041, 0.6068289539752862, 0.6009978896532303, 0.5897014003533584, 0.5610536627280407, 0.524538319844466, 0.5078288332009927, 0.4954156585228749, 0.48651267167849416, 0.48542780448228884, 0.48069924421799487, 0.483866077203017, 0.4795483289620815, 0.474031238983839, 0.47650801982635105, 0.4850864425683633, 0.49206811648148757, 0.49559235725647366, 0.5016894478064317, 0.5039354516909673, 0.5026140319995391, 0.498182414433895]","[0.5897435897435898, 0.5897435897435898, 0.5897435897435898, 0.5641025641025641, 0.5897435897435898, 0.6153846153846154, 0.6410256410256411, 0.6410256410256411, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.5897435897435898, 0.6410256410256411, 0.6923076923076923, 0.6923076923076923, 0.7435897435897436, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7948717948717948, 0.7948717948717948, 0.7948717948717948, 0.7948717948717948, 0.7692307692307693, 0.7692307692307693]"
