fold,train_loss,train_accuracy,val_loss,val_accuracy
1,"[1.0631668531533442, 0.8987770086587078, 0.7630423313439495, 0.7018659048610263, 0.6266305398459386, 0.5580214587124911, 0.5507120336547042, 0.5465483256060668, 0.4824625976157911, 0.44055334787176115, 0.4062455916645551, 0.36644733493978326, 0.36604092699108703, 0.4191682588572454, 0.32735559645325246, 0.3076377718737631, 0.2600562644727302, 0.24808408184485, 0.24654689641913982, 0.2082154865216727, 0.2257572722555411, 0.19004496841719656, 0.18823206650488306, 0.1571201959041634, 0.1853115657965342, 0.15862703443777681, 0.19720466419903918, 0.16392377124290275, 0.1148414413134257, 0.14864261343021584]","[0.4696969696969697, 0.6363636363636364, 0.7424242424242424, 0.7575757575757576, 0.797979797979798, 0.8383838383838383, 0.797979797979798, 0.803030303030303, 0.8636363636363636, 0.8535353535353535, 0.898989898989899, 0.8686868686868687, 0.9191919191919192, 0.8636363636363636, 0.898989898989899, 0.9393939393939394, 0.9494949494949495, 0.9393939393939394, 0.9393939393939394, 0.9444444444444444, 0.9343434343434344, 0.9646464646464646, 0.9646464646464646, 0.9797979797979798, 0.9343434343434344, 0.9646464646464646, 0.9343434343434344, 0.9646464646464646, 0.9646464646464646, 0.9444444444444444]","[1.0124269485473634, 0.98107825756073, 0.9471935081481934, 0.945333251953125, 0.9650113105773925, 0.9459979200363159, 0.8903279638290406, 0.7971346473693848, 0.7223692631721497, 0.6196102237701416, 0.6043122768402099, 0.5850627422332764, 0.6082475709915162, 0.6225843143463134, 0.6848532128334045, 0.6827285456657409, 0.6597218036651611, 0.6847521662712097, 0.6756230068206787, 0.596876106262207, 0.6190713310241699, 0.7447188949584961, 0.7361965656280518, 0.7719438123703003, 0.9529831886291504, 0.8669361639022827, 0.8005342674255371, 0.7454771423339843, 0.811651439666748, 0.9204636478424072]","[0.58, 0.6, 0.54, 0.5, 0.52, 0.56, 0.6, 0.66, 0.68, 0.7, 0.72, 0.72, 0.74, 0.78, 0.74, 0.72, 0.74, 0.76, 0.76, 0.8, 0.76, 0.74, 0.74, 0.74, 0.76, 0.76, 0.74, 0.76, 0.78, 0.78]"
2,"[1.0602474272853197, 0.849611273317626, 0.7667577910904932, 0.6915427729336903, 0.6331706317988309, 0.5710753629906009, 0.5253937099919175, 0.48979495149670227, 0.43672328765946206, 0.4333267067417954, 0.421937128510138, 0.37505054142740035, 0.3580912104760758, 0.3233052209170178, 0.3501149596589984, 0.2744216937007326, 0.2760892721137615, 0.2920509796551984, 0.2182628700528482, 0.24273261548292757, 0.26940231973474676, 0.17877987779752172, 0.16606655731947736, 0.18557622757824985, 0.12585653138883185, 0.15802148375848327, 0.15837571491496732, 0.11484913136621919, 0.12836252408798296, 0.1609855441734044]","[0.5050505050505051, 0.7070707070707071, 0.7222222222222222, 0.7373737373737373, 0.7626262626262627, 0.797979797979798, 0.7929292929292929, 0.8333333333333334, 0.8686868686868687, 0.8484848484848485, 0.8535353535353535, 0.8585858585858586, 0.898989898989899, 0.9090909090909091, 0.898989898989899, 0.9292929292929293, 0.9191919191919192, 0.9191919191919192, 0.9444444444444444, 0.9343434343434344, 0.8939393939393939, 0.9444444444444444, 0.9494949494949495, 0.9444444444444444, 0.9747474747474747, 0.9595959595959596, 0.9595959595959596, 0.9797979797979798, 0.9595959595959596, 0.9545454545454546]","[1.0603845882415772, 1.0082962036132812, 0.9854604029655456, 0.9721740818023682, 0.9791622591018677, 0.9819426822662354, 0.9777370834350586, 0.9238709092140198, 0.8815677499771118, 0.8062529635429382, 0.7733993268013001, 0.7803522658348083, 0.7740516281127929, 0.768283953666687, 0.7767117977142334, 0.8013401031494141, 0.6952471494674682, 0.6439372420310974, 0.6928617691993714, 0.7364561295509339, 0.7347256183624268, 0.6952032041549683, 0.6587403035163879, 0.6814237236976624, 0.7148818802833558, 0.6893886542320251, 0.7242189264297485, 0.7685632514953613, 0.8044023895263672, 0.868937931060791]","[0.48, 0.5, 0.48, 0.5, 0.5, 0.48, 0.48, 0.54, 0.64, 0.62, 0.66, 0.7, 0.7, 0.7, 0.72, 0.72, 0.7, 0.74, 0.74, 0.72, 0.7, 0.7, 0.74, 0.74, 0.74, 0.72, 0.76, 0.74, 0.74, 0.72]"
3,"[1.0948609523098878, 0.9280450849822073, 0.8427175741003017, 0.7225869731469587, 0.6591853336854414, 0.6167206481249645, 0.5757879675036729, 0.5584824151462979, 0.5378399882653747, 0.48376429683030253, 0.4455844193998009, 0.44481717336057414, 0.39672328004933366, 0.42007217473453945, 0.41249950064553154, 0.3182204742022235, 0.33612443461562647, 0.2820077332282307, 0.25362160530957306, 0.22425047255525685, 0.2689558008704523, 0.2547733886073334, 0.2250784563295769, 0.2255483977120332, 0.19079131219122145, 0.1758302775296298, 0.18054320354654332, 0.21277196223687644, 0.14142781345531194, 0.168878365044642]","[0.3838383838383838, 0.6060606060606061, 0.6767676767676768, 0.7121212121212122, 0.7272727272727273, 0.7878787878787878, 0.7929292929292929, 0.797979797979798, 0.8383838383838383, 0.8484848484848485, 0.8434343434343434, 0.8484848484848485, 0.8686868686868687, 0.8686868686868687, 0.8888888888888888, 0.9393939393939394, 0.9090909090909091, 0.9494949494949495, 0.9444444444444444, 0.9696969696969697, 0.9343434343434344, 0.9393939393939394, 0.9595959595959596, 0.9393939393939394, 0.9444444444444444, 0.9646464646464646, 0.9444444444444444, 0.9444444444444444, 0.9696969696969697, 0.9545454545454546]","[1.0668989515304566, 1.0558507823944092, 0.9790385866165161, 0.9289925146102905, 0.8985217595100403, 0.8430580425262452, 0.7926041483879089, 0.7469306063652038, 0.671001923084259, 0.5843521332740784, 0.5202871799468994, 0.4941109251976013, 0.5142084670066833, 0.5128610324859619, 0.44805957555770876, 0.4381560277938843, 0.4332563829421997, 0.4313931727409363, 0.4108554744720459, 0.4134335398674011, 0.43701338052749633, 0.39044842720031736, 0.45304944038391115, 0.45718045234680177, 0.44373876333236695, 0.44335819482803346, 0.43044108390808106, 0.4642365097999573, 0.49709669589996336, 0.5229077100753784]","[0.38, 0.46, 0.56, 0.64, 0.68, 0.68, 0.68, 0.68, 0.7, 0.74, 0.84, 0.84, 0.82, 0.82, 0.86, 0.84, 0.8, 0.82, 0.84, 0.82, 0.84, 0.82, 0.84, 0.78, 0.78, 0.78, 0.82, 0.78, 0.78, 0.78]"
4,"[1.0765207203189333, 0.8942546682741175, 0.8303961777806881, 0.7103996178013595, 0.6678370587789833, 0.6255823397756222, 0.5575234973849963, 0.5161773547455294, 0.4849039444971324, 0.4476738789273267, 0.4317551071020826, 0.3852770921572968, 0.36130001497029063, 0.39432551752981826, 0.3189886887768405, 0.32036372285392417, 0.2834304213224344, 0.25299120458526225, 0.2612346412248947, 0.2144106623515412, 0.18665950651743904, 0.2411589752789119, 0.21442617543378667, 0.21337249755260335, 0.18050825011790098, 0.1342958654440827, 0.1581938368965633, 0.14341191880067988, 0.13468677309065608, 0.13679835529782663]","[0.39195979899497485, 0.6582914572864321, 0.7185929648241206, 0.7185929648241206, 0.7587939698492462, 0.7889447236180904, 0.8040201005025126, 0.8241206030150754, 0.8291457286432161, 0.8492462311557789, 0.8592964824120602, 0.8894472361809045, 0.8693467336683417, 0.8442211055276382, 0.914572864321608, 0.9095477386934674, 0.9045226130653267, 0.9246231155778895, 0.914572864321608, 0.9296482412060302, 0.9547738693467337, 0.9296482412060302, 0.9296482412060302, 0.9296482412060302, 0.9547738693467337, 0.9748743718592965, 0.9547738693467337, 0.964824120603015, 0.9447236180904522, 0.964824120603015]","[1.0080296020118558, 0.9657249402026741, 0.9207773914142531, 0.905974242152, 0.8887273851706057, 0.8481945213006468, 0.8174331893726271, 0.7836310741852741, 0.7448231894142774, 0.7411232943437538, 0.7541645862618271, 0.7521808269072552, 0.772888005996237, 0.7613256403378078, 0.7921354284091872, 0.7790348335188262, 0.8652015364899928, 0.7800370625087193, 0.6721005026175051, 0.7012667169376295, 0.7987829203508339, 0.8658716702947811, 0.9021291270547983, 0.8509507033289695, 0.862669258701558, 0.851616839973294, 0.8218898529909096, 0.8120026515454662, 0.7649353766927913, 0.7817624272132406]","[0.5510204081632653, 0.5510204081632653, 0.6530612244897959, 0.673469387755102, 0.6530612244897959, 0.7142857142857143, 0.7959183673469388, 0.7959183673469388, 0.7551020408163265, 0.7551020408163265, 0.7346938775510204, 0.7551020408163265, 0.7551020408163265, 0.7551020408163265, 0.7346938775510204, 0.7346938775510204, 0.7551020408163265, 0.7755102040816326, 0.8163265306122449, 0.8163265306122449, 0.7755102040816326, 0.7755102040816326, 0.7755102040816326, 0.7551020408163265, 0.7551020408163265, 0.7755102040816326, 0.7551020408163265, 0.8163265306122449, 0.7551020408163265, 0.7755102040816326]"
5,"[1.0404395883406825, 0.8730673688140946, 0.7638657413535381, 0.687650722774429, 0.6024758832239027, 0.5405890666060711, 0.5641590153152619, 0.46676346225355136, 0.45634446072219004, 0.4160537791611561, 0.35405383157969716, 0.37467942165969004, 0.3415757031296965, 0.3091720884768807, 0.26841848549531333, 0.27803321220167915, 0.20749671689829036, 0.20524054780677337, 0.17757972296158872, 0.19167143450909524, 0.19590323684203564, 0.14935295650707417, 0.17549364366124023, 0.1888142102327778, 0.14925032180158337, 0.16546046876128595, 0.1153800471793467, 0.1411423224150835, 0.1252232586319123, 0.11994958478002692]","[0.45226130653266333, 0.7035175879396985, 0.7286432160804021, 0.7336683417085427, 0.7989949748743719, 0.8140703517587939, 0.7738693467336684, 0.8341708542713567, 0.8391959798994975, 0.864321608040201, 0.8994974874371859, 0.9045226130653267, 0.9246231155778895, 0.9246231155778895, 0.9296482412060302, 0.914572864321608, 0.9698492462311558, 0.9447236180904522, 0.9698492462311558, 0.9547738693467337, 0.9195979899497487, 0.9798994974874372, 0.9447236180904522, 0.9346733668341709, 0.9547738693467337, 0.9447236180904522, 0.9849246231155779, 0.9547738693467337, 0.9698492462311558, 0.964824120603015]","[1.0739872187984234, 0.9798559157215819, 0.9464886869703021, 0.9322262856425071, 0.9375951995654982, 0.9179235940076866, 0.89412843451208, 0.8411709483788938, 0.7887742945126125, 0.7679558554474188, 0.7958197946451149, 0.7873513759398947, 0.7713958815652497, 0.7714881483389406, 0.8277801737493399, 0.9022439061378946, 0.9306004023065373, 0.9752608732301362, 0.9538745685499541, 1.0208467561371473, 1.0727849103966538, 1.0200751873911644, 1.0208899244970204, 1.0984341587339128, 1.0639036601903487, 1.0566241132969758, 1.0847749880381994, 1.0721763615705528, 1.1387827712662366, 1.1630082811628069]","[0.2653061224489796, 0.6122448979591837, 0.6122448979591837, 0.5918367346938775, 0.6122448979591837, 0.6122448979591837, 0.6122448979591837, 0.6122448979591837, 0.6122448979591837, 0.6326530612244898, 0.6530612244897959, 0.6530612244897959, 0.6530612244897959, 0.673469387755102, 0.6938775510204082, 0.6938775510204082, 0.6326530612244898, 0.6326530612244898, 0.673469387755102, 0.6326530612244898, 0.6530612244897959, 0.6326530612244898, 0.5918367346938775, 0.6530612244897959, 0.6530612244897959, 0.673469387755102, 0.673469387755102, 0.6530612244897959, 0.5918367346938775, 0.5918367346938775]"
