acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
45/59,0.7627118644067796,0.7269852222413893,0.7155172413793104,0.8684253012742893,65,MobileNet_RecPlot + MobileNet_RecPlot
59/59,1.0,1.0,1.0,1.0,65,EffNet_Original + EffNet_Original
39/59,0.6610169491525424,0.6211923669550788,0.6254789272030652,0.8237963443464222,65,EffNet_RecPlot + EffNet_RecPlot
51/59,0.864406779661017,0.8456439393939394,0.8240740740740741,0.9181110534509601,87,MobileNet_Original + MobileNet_RecPlot
54/59,0.9152542372881356,0.8912457912457913,0.8796296296296297,0.9544254165945915,87,MobileNet_Original + EffNet_Original
50/59,0.847457627118644,0.8241521918941274,0.8218390804597702,0.9160756501182034,87,MobileNet_Original + EffNet_RecPlot
54/59,0.9152542372881356,0.8983838383838384,0.898148148148148,0.9554632993138442,87,MobileNet_RecPlot + EffNet_Original
46/59,0.7796610169491526,0.7400737570324908,0.7547892720306514,0.8856310903534568,87,MobileNet_RecPlot + EffNet_RecPlot
56/59,0.9491525423728814,0.9495059606166057,0.9351851851851851,0.9666666666666667,87,EffNet_Original + EffNet_RecPlot
52/59,0.8813559322033898,0.856333830104322,0.8425925925925926,0.9351842241826674,87,MobileNet_Original + MobileNet_Original
47/59,0.7966101694915254,0.7646308810404182,0.7547892720306514,0.8876664936862135,87,MobileNet_RecPlot + MobileNet_RecPlot
53/59,0.8983050847457628,0.8696099222415011,0.8773946360153256,0.9553710430721328,87,EffNet_Original + EffNet_Original
44/59,0.7457627118644068,0.7063752276867031,0.7155172413793104,0.8663898979415326,87,EffNet_RecPlot + EffNet_RecPlot
52/59,0.8813559322033898,0.8676321034861489,0.8681353767560664,0.9342789598108747,93,MobileNet_Original + MobileNet_RecPlot
56/59,0.9491525423728814,0.9432568783481562,0.9514687100893998,0.9747044917257685,93,MobileNet_Original + EffNet_Original
53/59,0.8983050847457628,0.8920037549069807,0.8796296296296297,0.9373522458628841,93,MobileNet_Original + EffNet_RecPlot
54/59,0.9152542372881356,0.9173855532551185,0.898148148148148,0.9444444444444445,93,MobileNet_RecPlot + EffNet_Original
44/59,0.7457627118644068,0.7241778936694191,0.729565772669221,0.86535201522228,93,MobileNet_RecPlot + EffNet_RecPlot
55/59,0.9322033898305084,0.9336988397296953,0.9166666666666666,0.9555555555555556,93,EffNet_Original + EffNet_RecPlot
55/59,0.9322033898305084,0.9218954248366013,0.9166666666666666,0.9625554978954045,93,MobileNet_Original + MobileNet_Original
46/59,0.7796610169491526,0.7602020202020201,0.7595785440613027,0.8805742951046532,93,MobileNet_RecPlot + MobileNet_RecPlot
55/59,0.9322033898305084,0.927487684729064,0.9307151979565772,0.9635933806146572,93,EffNet_Original + EffNet_Original
44/59,0.7457627118644068,0.7118253534327891,0.7318007662835249,0.8724845759095889,93,EffNet_RecPlot + EffNet_RecPlot
50/59,0.847457627118644,0.8082979154017403,0.8148148148148149,0.9230755924580523,107,MobileNet_Original + MobileNet_RecPlot
58/59,0.9830508474576272,0.9848264729620663,0.9814814814814815,0.9888888888888889,107,MobileNet_Original + EffNet_Original
52/59,0.8813559322033898,0.8668783068783069,0.861111111111111,0.9302600472813239,107,MobileNet_Original + EffNet_RecPlot
57/59,0.9661016949152542,0.9614091060152875,0.9629629629629629,0.9817966903073286,107,MobileNet_RecPlot + EffNet_Original
46/59,0.7796610169491526,0.7564921243082162,0.768837803320562,0.8875742374445021,107,MobileNet_RecPlot + EffNet_RecPlot
56/59,0.9491525423728814,0.9495059606166057,0.9351851851851851,0.9666666666666667,107,EffNet_Original + EffNet_RecPlot
55/59,0.9322033898305084,0.9368279569892474,0.9259259259259259,0.9555555555555556,107,MobileNet_Original + MobileNet_Original
40/59,0.6779661016949152,0.6413002202475886,0.6532567049808429,0.8389263679870842,107,MobileNet_RecPlot + MobileNet_RecPlot
57/59,0.9661016949152542,0.957365259996839,0.960727969348659,0.9847777201176267,107,EffNet_Original + EffNet_Original
43/59,0.7288135593220338,0.6935483870967741,0.7040229885057471,0.8582598166407197,107,EffNet_RecPlot + EffNet_RecPlot
48/59,0.8135593220338984,0.78347272003186,0.7918263090676884,0.9038344000461281,121,MobileNet_Original + MobileNet_RecPlot
55/59,0.9322033898305084,0.9218954248366013,0.9166666666666666,0.9625554978954045,121,MobileNet_Original + EffNet_Original
48/59,0.8135593220338984,0.7776344086021506,0.7755427841634739,0.8998154875165773,121,MobileNet_Original + EffNet_RecPlot
54/59,0.9152542372881356,0.9019398907103825,0.898148148148148,0.9524822695035461,121,MobileNet_RecPlot + EffNet_Original
45/59,0.7627118644067796,0.7285974499089253,0.734035759897829,0.8745199792423456,121,MobileNet_RecPlot + EffNet_RecPlot
53/59,0.8983050847457628,0.8785610652347828,0.8796296296296297,0.9453900709219858,121,EffNet_Original + EffNet_RecPlot
53/59,0.8983050847457628,0.8745098039215686,0.8703703703703703,0.9473332180130312,121,MobileNet_Original + MobileNet_Original
43/59,0.7288135593220338,0.6978839715421636,0.7017879948914431,0.8592976993599724,121,MobileNet_RecPlot + MobileNet_RecPlot
56/59,0.9491525423728814,0.9452525252525253,0.9444444444444445,0.9706855791962176,121,EffNet_Original + EffNet_Original
46/59,0.7796610169491526,0.7492063492063492,0.7618135376756067,0.8856310903534568,121,EffNet_RecPlot + EffNet_RecPlot
