acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
54/59,0.9152542372881356,0.9009126102329742,0.888888888888889,0.9514443867842933,7,MobileNet_Original + MobileNet_RecPlot
57/59,0.9661016949152542,0.9614091060152875,0.9629629629629629,0.9817966903073286,7,MobileNet_Original + EffNet_Original
51/59,0.864406779661017,0.8402116402116402,0.8333333333333334,0.9231678486997636,7,MobileNet_Original + EffNet_RecPlot
56/59,0.9491525423728814,0.9495059606166057,0.9351851851851851,0.9666666666666667,7,MobileNet_RecPlot + EffNet_Original
40/59,0.6779661016949152,0.6219494772387818,0.6392081736909323,0.8399642507063368,7,MobileNet_RecPlot + EffNet_RecPlot
54/59,0.9152542372881356,0.9019398907103825,0.898148148148148,0.9524822695035461,7,EffNet_Original + EffNet_RecPlot
55/59,0.9322033898305084,0.9218954248366013,0.9166666666666666,0.9625554978954045,7,MobileNet_Original + MobileNet_Original
43/59,0.7288135593220338,0.6971428571428572,0.6969987228607918,0.8442599319610217,7,MobileNet_RecPlot + MobileNet_RecPlot
58/59,0.9830508474576272,0.9848264729620663,0.9814814814814815,0.9888888888888889,7,EffNet_Original + EffNet_Original
39/59,0.6610169491525424,0.6103077493511309,0.6277139208173691,0.8318341694055239,7,EffNet_RecPlot + EffNet_RecPlot
51/59,0.864406779661017,0.8388392117900315,0.8310983397190294,0.9261488785100617,12,MobileNet_Original + MobileNet_RecPlot
57/59,0.9661016949152542,0.9613390103441688,0.9537037037037037,0.9807588075880759,12,MobileNet_Original + EffNet_Original
50/59,0.847457627118644,0.8279991948470209,0.812579821200511,0.9110188548693997,12,MobileNet_Original + EffNet_RecPlot
55/59,0.9322033898305084,0.9218954248366013,0.9166666666666666,0.9625554978954045,12,MobileNet_RecPlot + EffNet_Original
45/59,0.7627118644067796,0.7434640522875817,0.7410600255427843,0.8714063310845875,12,MobileNet_RecPlot + EffNet_RecPlot
53/59,0.8983050847457628,0.8813047670957191,0.8703703703703703,0.9433143054834803,12,EffNet_Original + EffNet_RecPlot
54/59,0.9152542372881356,0.8962247962247963,0.8796296296296297,0.9533875338753388,12,MobileNet_Original + MobileNet_Original
44/59,0.7457627118644068,0.7156862745098039,0.7132822477650064,0.8643141325030271,12,MobileNet_RecPlot + MobileNet_RecPlot
55/59,0.9322033898305084,0.9199343185550082,0.9236909323116219,0.9665744104249554,12,EffNet_Original + EffNet_Original
43/59,0.7288135593220338,0.7086868686868687,0.7110472541507025,0.8532030213919161,12,EffNet_RecPlot + EffNet_RecPlot
53/59,0.8983050847457628,0.8719271029865974,0.8611111111111112,0.9443521882027331,42,MobileNet_Original + MobileNet_RecPlot
59/59,1.0,1.0,1.0,1.0,42,MobileNet_Original + EffNet_Original
54/59,0.9152542372881356,0.9074747474747474,0.9051724137931035,0.9524822695035461,42,MobileNet_Original + EffNet_RecPlot
55/59,0.9322033898305084,0.917468991239483,0.8981481481481483,0.9585365853658536,42,MobileNet_RecPlot + EffNet_Original
45/59,0.7627118644067796,0.7231837606837607,0.7247765006385696,0.8775010090526437,42,MobileNet_RecPlot + EffNet_RecPlot
57/59,0.9661016949152542,0.964872325741891,0.9537037037037037,0.9777777777777779,42,EffNet_Original + EffNet_RecPlot
54/59,0.9152542372881356,0.9053237290942208,0.898148148148148,0.9514443867842933,42,MobileNet_Original + MobileNet_Original
45/59,0.7627118644067796,0.7352941176470589,0.7318007662835249,0.8724442138038402,42,MobileNet_RecPlot + MobileNet_RecPlot
58/59,0.9830508474576272,0.9771428571428572,0.9814814814814815,0.9929078014184397,42,EffNet_Original + EffNet_Original
50/59,0.847457627118644,0.8272435897435897,0.8288633461047255,0.9190566799285014,42,EffNet_RecPlot + EffNet_RecPlot
49/59,0.8305084745762712,0.8101010101010101,0.7870370370370371,0.8958888312287377,65,MobileNet_Original + MobileNet_RecPlot
58/59,0.9830508474576272,0.9848264729620663,0.9814814814814815,0.9888888888888889,65,MobileNet_Original + EffNet_Original
48/59,0.8135593220338984,0.7807407407407408,0.7755427841634739,0.8968344577062792,65,MobileNet_Original + EffNet_RecPlot
54/59,0.9152542372881356,0.9023041474654377,0.8796296296296297,0.9474254742547426,65,MobileNet_RecPlot + EffNet_Original
42/59,0.711864406779661,0.6664646464646465,0.6669859514687101,0.8501297353399067,65,MobileNet_RecPlot + EffNet_RecPlot
56/59,0.9491525423728814,0.94006734006734,0.9259259259259259,0.9696476964769648,65,EffNet_Original + EffNet_RecPlot
51/59,0.864406779661017,0.8523809523809525,0.8659003831417623,0.9271867612293144,65,MobileNet_Original + MobileNet_Original
