acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
28/43,0.6511627906976745,0.6217008797653959,0.6580086580086579,0.6580086580086579,7,MobileNet_Original + MobileNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,7,MobileNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6416666666666666,0.6818181818181819,0.6818181818181819,7,MobileNet_Original + EffNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,7,MobileNet_RecPlot + EffNet_Original
26/43,0.6046511627906976,0.5904761904761904,0.6093073593073594,0.6093073593073594,7,MobileNet_RecPlot + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,7,EffNet_Original + EffNet_RecPlot
30/43,0.6976744186046512,0.6721407624633431,0.7045454545454546,0.7045454545454546,7,MobileNet_Original + MobileNet_Original
26/43,0.6046511627906976,0.5904761904761904,0.6093073593073594,0.6093073593073594,7,MobileNet_RecPlot + MobileNet_RecPlot
37/43,0.8604651162790697,0.8585526315789473,0.8636363636363636,0.8636363636363636,7,EffNet_Original + EffNet_Original
28/43,0.6511627906976745,0.6442360728075014,0.6547619047619048,0.6547619047619048,7,EffNet_RecPlot + EffNet_RecPlot
29/43,0.6744186046511628,0.6416666666666666,0.6818181818181819,0.6818181818181819,12,MobileNet_Original + MobileNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,12,MobileNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6416666666666666,0.6818181818181819,0.6818181818181819,12,MobileNet_Original + EffNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,12,MobileNet_RecPlot + EffNet_Original
28/43,0.6511627906976745,0.6386554621848739,0.6558441558441558,0.6558441558441558,12,MobileNet_RecPlot + EffNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,12,EffNet_Original + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,12,MobileNet_Original + MobileNet_Original
26/43,0.6046511627906976,0.5968008825151683,0.6082251082251082,0.6082251082251082,12,MobileNet_RecPlot + MobileNet_RecPlot
38/43,0.8837209302325582,0.8827059465357338,0.8863636363636364,0.8863636363636364,12,EffNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6595022624434389,0.6796536796536796,0.6796536796536796,12,EffNet_RecPlot + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,42,MobileNet_Original + MobileNet_RecPlot
38/43,0.8837209302325582,0.8827059465357338,0.8863636363636364,0.8863636363636364,42,MobileNet_Original + EffNet_Original
34/43,0.7906976744186046,0.7831932773109244,0.7954545454545454,0.7954545454545454,42,MobileNet_Original + EffNet_RecPlot
32/43,0.7441860465116279,0.729559748427673,0.75,0.75,42,MobileNet_RecPlot + EffNet_Original
28/43,0.6511627906976745,0.6386554621848739,0.6558441558441558,0.6558441558441558,42,MobileNet_RecPlot + EffNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,42,EffNet_Original + EffNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,42,MobileNet_Original + MobileNet_Original
28/43,0.6511627906976745,0.6386554621848739,0.6558441558441558,0.6558441558441558,42,MobileNet_RecPlot + MobileNet_RecPlot
37/43,0.8604651162790697,0.8585526315789473,0.8636363636363636,0.8636363636363636,42,EffNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6655555555555556,0.6785714285714286,0.6785714285714286,42,EffNet_RecPlot + EffNet_RecPlot
30/43,0.6976744186046512,0.6721407624633431,0.7045454545454546,0.7045454545454546,65,MobileNet_Original + MobileNet_RecPlot
34/43,0.7906976744186046,0.7831932773109244,0.7954545454545454,0.7954545454545454,65,MobileNet_Original + EffNet_Original
30/43,0.6976744186046512,0.6721407624633431,0.7045454545454546,0.7045454545454546,65,MobileNet_Original + EffNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,65,MobileNet_RecPlot + EffNet_Original
28/43,0.6511627906976745,0.6442360728075014,0.6547619047619048,0.6547619047619048,65,MobileNet_RecPlot + EffNet_RecPlot
34/43,0.7906976744186046,0.7831932773109244,0.7954545454545454,0.7954545454545454,65,EffNet_Original + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,65,MobileNet_Original + MobileNet_Original
25/43,0.5813953488372093,0.575657894736842,0.5844155844155844,0.5844155844155844,65,MobileNet_RecPlot + MobileNet_RecPlot
37/43,0.8604651162790697,0.8585526315789473,0.8636363636363636,0.8636363636363636,65,EffNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6655555555555556,0.6785714285714286,0.6785714285714286,65,EffNet_RecPlot + EffNet_RecPlot
30/43,0.6976744186046512,0.6803887935963409,0.7034632034632035,0.7034632034632035,87,MobileNet_Original + MobileNet_RecPlot
32/43,0.7441860465116279,0.729559748427673,0.75,0.75,87,MobileNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6416666666666666,0.6818181818181819,0.6818181818181819,87,MobileNet_Original + EffNet_RecPlot
36/43,0.8372093023255814,0.833976833976834,0.8409090909090908,0.8409090909090908,87,MobileNet_RecPlot + EffNet_Original
28/43,0.6511627906976745,0.6481178396072014,0.6536796536796536,0.6536796536796536,87,MobileNet_RecPlot + EffNet_RecPlot
37/43,0.8604651162790697,0.8585526315789473,0.8636363636363636,0.8636363636363636,87,EffNet_Original + EffNet_RecPlot
32/43,0.7441860465116279,0.729559748427673,0.75,0.75,87,MobileNet_Original + MobileNet_Original
28/43,0.6511627906976745,0.6504065040650406,0.6525974025974026,0.6525974025974026,87,MobileNet_RecPlot + MobileNet_RecPlot
36/43,0.8372093023255814,0.833976833976834,0.8409090909090908,0.8409090909090908,87,EffNet_Original + EffNet_Original
28/43,0.6511627906976745,0.6442360728075014,0.6547619047619048,0.6547619047619048,87,EffNet_RecPlot + EffNet_RecPlot
29/43,0.6744186046511628,0.6516203703703703,0.6807359307359307,0.6807359307359307,93,MobileNet_Original + MobileNet_RecPlot
36/43,0.8372093023255814,0.833976833976834,0.8409090909090908,0.8409090909090908,93,MobileNet_Original + EffNet_Original
28/43,0.6511627906976745,0.6098003629764065,0.6590909090909091,0.6590909090909091,93,MobileNet_Original + EffNet_RecPlot
32/43,0.7441860465116279,0.729559748427673,0.75,0.75,93,MobileNet_RecPlot + EffNet_Original
29/43,0.6744186046511628,0.6699561403508771,0.6774891774891775,0.6774891774891775,93,MobileNet_RecPlot + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,93,EffNet_Original + EffNet_RecPlot
30/43,0.6976744186046512,0.6721407624633431,0.7045454545454546,0.7045454545454546,93,MobileNet_Original + MobileNet_Original
29/43,0.6744186046511628,0.6699561403508771,0.6774891774891775,0.6774891774891775,93,MobileNet_RecPlot + MobileNet_RecPlot
37/43,0.8604651162790697,0.8585526315789473,0.8636363636363636,0.8636363636363636,93,EffNet_Original + EffNet_Original
27/43,0.627906976744186,0.6108597285067874,0.6331168831168831,0.6331168831168831,93,EffNet_RecPlot + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,107,MobileNet_Original + MobileNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,107,MobileNet_Original + EffNet_Original
30/43,0.6976744186046512,0.6721407624633431,0.7045454545454546,0.7045454545454546,107,MobileNet_Original + EffNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,107,MobileNet_RecPlot + EffNet_Original
