fold,train_loss,train_accuracy,val_loss,val_accuracy
1,"[1.1171396465012522, 0.9223653896890506, 0.811946345700158, 0.6556576068955239, 0.5550170426416878, 0.46174347400665283, 0.4101514443002566, 0.3697138543080802, 0.3142254159908102, 0.2792559007201532, 0.21870129382369494, 0.20323772954218317, 0.15242157063700937, 0.16183045235547153, 0.12324467090645222, 0.1268012064574945, 0.10472325965611622, 0.07734847505285282, 0.08007796424807924, 0.0867988569567902, 0.07979839498346503, 0.05961736148656017, 0.04049416198724448, 0.04257425936785611, 0.06222004255261084, 0.029677246217474793, 0.03347783761494087, 0.058090811425989326, 0.0206514224786349, 0.0303529454301102, 0.04057835678410048, 0.043360155941259984, 0.028057239874444827, 0.027443636171143464, 0.02890765659435831, 0.06639890071719584, 0.02327458703457707, 0.02430225649114811, 0.02369588410312479, 0.020966917257567847, 0.026355339345907926, 0.041876811797570704, 0.015657262218118917, 0.023366256118422808, 0.05019475466976262, 0.02034474096514962, 0.034162909620338015, 0.020553211070070364, 0.03264417356312877, 0.026991912361347313]","[0.35353535353535354, 0.6363636363636364, 0.7676767676767676, 0.8686868686868687, 0.9141414141414141, 0.9090909090909091, 0.9242424242424242, 0.9393939393939394, 0.9494949494949495, 0.9646464646464646, 0.9949494949494949, 0.9949494949494949, 1.0, 0.98989898989899, 0.98989898989899, 0.9949494949494949, 0.9949494949494949, 0.9949494949494949, 0.9949494949494949, 0.9747474747474747, 0.9797979797979798, 1.0, 1.0, 0.9949494949494949, 0.9949494949494949, 1.0, 1.0, 0.9949494949494949, 1.0, 1.0, 0.9949494949494949, 0.9949494949494949, 0.9949494949494949, 1.0, 1.0, 0.9797979797979798, 1.0, 1.0, 1.0, 1.0, 0.9949494949494949, 0.9848484848484849, 1.0, 1.0, 0.9747474747474747, 0.9949494949494949, 0.9949494949494949, 1.0, 0.98989898989899, 0.9949494949494949]","[1.1063629388809204, 1.028648052215576, 0.9011159992218017, 0.7340260505676269, 0.6096556043624878, 0.5099881887435913, 0.4493190598487854, 0.38736612200737, 0.33825212478637695, 0.30713043093681336, 0.2905749785900116, 0.2475549554824829, 0.21220606923103333, 0.18738937377929688, 0.1648230218887329, 0.14822497367858886, 0.14125280141830443, 0.12914622068405152, 0.11895444035530091, 0.14987361192703247, 0.146379953622818, 0.11862904518842697, 0.10527616888284683, 0.09826196193695068, 0.09035620570182801, 0.08626508057117462, 0.0832062029838562, 0.08096139311790466, 0.07185896635055541, 0.06762191653251648, 0.06347122237086296, 0.06336141750216484, 0.07554764062166214, 0.0877666439116001, 0.08980788163840771, 0.05882273077964783, 0.060137609392404555, 0.06028382509946823, 0.05977278485894203, 0.04619246527552605, 0.04739036872982979, 0.0575256484746933, 0.07945559799671173, 0.07860277652740479, 0.08963114321231842, 0.10808028936386109, 0.10233845949172973, 0.0718438720703125, 0.06914241433143616, 0.07933164358139039]","[0.32, 0.44, 0.68, 0.78, 0.84, 0.9, 0.92, 0.9, 0.92, 0.9, 0.92, 0.92, 0.96, 0.96, 0.96, 0.96, 0.98, 0.98, 0.98, 0.94, 0.96, 0.98, 1.0, 1.0, 1.0, 0.98, 0.98, 0.98, 1.0, 1.0, 0.98, 0.98, 0.98, 0.96, 0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98, 0.98, 0.98, 0.96, 0.98, 1.0, 0.98, 0.96]"
2,"[1.0598009204623675, 0.889659755759769, 0.7704699063541913, 0.6537298307274327, 0.5378835424028262, 0.4713420774599518, 0.40965933570958146, 0.3235452178150717, 0.2863397808990093, 0.2335427888114043, 0.20733839725003098, 0.17561764217386341, 0.18042503462897408, 0.14704208964049215, 0.1327080097463396, 0.09322477229917893, 0.07575255165798496, 0.06596840063881393, 0.0618320292595661, 0.05154489898922467, 0.04709897611779396, 0.06233948472924907, 0.04704549961318873, 0.08669743543923503, 0.04828277027065104, 0.05414389901691013, 0.028767527692546747, 0.04263892288159842, 0.040304255605948094, 0.03301368202223922, 0.034510216929695824, 0.04199622631675065, 0.027808518948579074, 0.0314159905067598, 0.03736680505251644, 0.020510624755512585, 0.037084661273643224, 0.028210092524085382, 0.03097299493924536, 0.026198858112999886, 0.051645374508819196, 0.01756251768933402, 0.014713749590546193, 0.01924665362545938, 0.02529519149149307, 0.01702509391488451, 0.030122452914112745, 0.014784179138715822, 0.011870362146785765, 0.01975942800066086]","[0.46464646464646464, 0.7222222222222222, 0.8131313131313131, 0.8383838383838383, 0.9090909090909091, 0.898989898989899, 0.9292929292929293, 0.9696969696969697, 0.9696969696969697, 0.98989898989899, 0.98989898989899, 0.98989898989899, 0.9696969696969697, 0.9797979797979798, 0.9848484848484849, 1.0, 1.0, 0.98989898989899, 1.0, 1.0, 1.0, 0.98989898989899, 1.0, 0.9797979797979798, 0.98989898989899, 0.98989898989899, 1.0, 1.0, 0.98989898989899, 0.98989898989899, 0.9949494949494949, 1.0, 1.0, 0.9949494949494949, 0.9949494949494949, 1.0, 0.9949494949494949, 0.9949494949494949, 1.0, 0.9949494949494949, 0.98989898989899, 1.0, 1.0, 0.9949494949494949, 0.9949494949494949, 1.0, 0.9949494949494949, 1.0, 1.0, 1.0]","[1.0922979307174683, 1.0183864498138429, 0.8881226396560669, 0.731585099697113, 0.5857139945030212, 0.49281659841537473, 0.42581378698349, 0.39369888544082643, 0.35301037311553957, 0.33797425985336305, 0.3097161531448364, 0.27577434420585634, 0.24974939823150635, 0.2570742619037628, 0.2553417146205902, 0.23052958250045777, 0.2073941320180893, 0.21023432552814483, 0.19506246328353882, 0.20718368709087373, 0.19407965421676635, 0.16048231601715088, 0.14221678614616395, 0.15206195175647735, 0.17678417176008224, 0.1755242168903351, 0.18332671940326692, 0.1826630687713623, 0.1715741115808487, 0.1778964203596115, 0.1604747474193573, 0.14447978615760804, 0.11828395038843155, 0.1184435847401619, 0.12086840242147445, 0.1425085598230362, 0.15636723339557648, 0.1536098912358284, 0.17266379058361053, 0.16933707833290101, 0.16290488839149475, 0.15311312317848205, 0.13672038197517394, 0.13483754217624663, 0.11689936965703965, 0.13039478421211242, 0.16956400096416474, 0.16423853635787963, 0.14907653570175172, 0.1164043441414833]","[0.36, 0.46, 0.76, 0.9, 0.92, 0.92, 0.9, 0.92, 0.9, 0.9, 0.94, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.94, 0.96, 0.94, 0.94, 0.96, 0.96, 0.96, 0.96, 0.96, 0.92, 0.92, 0.94, 0.94, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.94, 0.94, 0.94, 0.92, 0.92, 0.92, 0.94, 0.98, 0.98, 0.92, 0.94, 0.94, 0.96]"
3,"[1.042795829098634, 0.846813992418424, 0.7356663852026968, 0.6079659419830399, 0.4786982662750013, 0.40828896833188605, 0.3674941598766982, 0.29416609924248976, 0.2552938781904452, 0.17401556204063723, 0.1544881116862249, 0.11766375526033267, 0.14198756428680034, 0.11024939532231803, 0.08031965009491852, 0.07258096491598119, 0.06467540035344134, 0.09960536824332343, 0.07095489507973796, 0.04104025737203733, 0.057476818636812345, 0.05373371159187471, 0.07914746500024891, 0.050546199685395365, 0.05047423987075536, 0.03586183740484594, 0.04558592884227483, 0.051017616734360206, 0.024915394608420554, 0.0380342627565066, 0.04272264054026267, 0.04448956597333002, 0.020313340295670612, 0.02459486707518197, 0.02688250547707683, 0.04067749974101481, 0.022257237949154594, 0.015156988205030711, 0.012605049054731022, 0.0164524960999537, 0.01546216569840908, 0.011308756337096595, 0.028913723474199123, 0.008177296606579213, 0.013654263445524254, 0.01446997035633434, 0.031225142379601795, 0.029956682462884923, 0.022767967798493126, 0.02021703150386762]","[0.4494949494949495, 0.7626262626262627, 0.8484848484848485, 0.8939393939393939, 0.9393939393939394, 0.9242424242424242, 0.9191919191919192, 0.9595959595959596, 0.9747474747474747, 1.0, 1.0, 1.0, 0.9747474747474747, 0.9797979797979798, 0.9949494949494949, 0.9949494949494949, 0.9949494949494949, 0.9848484848484849, 0.98989898989899, 1.0, 1.0, 0.9949494949494949, 0.9848484848484849, 0.9949494949494949, 0.98989898989899, 1.0, 0.9949494949494949, 0.98989898989899, 1.0, 0.9949494949494949, 0.9848484848484849, 1.0, 1.0, 0.9949494949494949, 1.0, 0.9949494949494949, 0.9949494949494949, 1.0, 1.0, 1.0, 0.9949494949494949, 1.0, 0.98989898989899, 1.0, 1.0, 1.0, 0.98989898989899, 0.98989898989899, 0.98989898989899, 0.9949494949494949]","[1.0612911081314087, 1.0051659870147704, 0.8896653366088867, 0.7752428317070007, 0.6730704760551453, 0.5917775464057923, 0.5346112871170043, 0.49981663227081297, 0.4564183521270752, 0.43594889163970946, 0.4245440912246704, 0.4018489348888397, 0.37858426570892334, 0.3620148158073425, 0.3604923915863037, 0.3444008862972259, 0.3318287634849548, 0.3329798269271851, 0.32403737425804136, 0.3273576509952545, 0.2972424328327179, 0.28359341621398926, 0.2903374409675598, 0.3067479711771011, 0.343948335647583, 0.3215103244781494, 0.32669552862644197, 0.2731238627433777, 0.29988748908042906, 0.28008203744888305, 0.28136287569999696, 0.27235133409500123, 0.26659139752388, 0.2510035371780395, 0.2327880334854126, 0.19108133912086486, 0.19410138130187987, 0.2000419718027115, 0.21304032564163208, 0.227428857088089, 0.22184336304664612, 0.22999630451202394, 0.22480047941207887, 0.24563992619514466, 0.23204365253448486, 0.22817143321037292, 0.21408137381076814, 0.40052806615829467, 0.4159195685386658, 0.4003445327281952]","[0.38, 0.5, 0.66, 0.68, 0.72, 0.76, 0.82, 0.8, 0.88, 0.86, 0.88, 0.88, 0.88, 0.86, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.9, 0.88, 0.86, 0.88, 0.88, 0.88, 0.9, 0.86, 0.86, 0.88, 0.88, 0.88, 0.9, 0.92, 0.92, 0.92, 0.94, 0.92, 0.92, 0.92, 0.9, 0.92, 0.94, 0.94, 0.92, 0.88, 0.88, 0.88]"
4,"[1.1070381666547688, 0.9114991764926431, 0.778766513769351, 0.626990088266344, 0.5385120744681239, 0.45364979793078936, 0.3780222238607742, 0.28655364577794196, 0.2409010087724906, 0.2191066115944829, 0.21178898409982422, 0.15087288385959127, 0.12034912130341457, 0.12491484473099061, 0.0926220235063802, 0.07494475269437435, 0.08842820535652601, 0.07557090008678148, 0.07088846342647495, 0.055636531518931366, 0.04820037522732313, 0.07400767902034013, 0.04897641070449173, 0.04009695836909153, 0.037058480196262726, 0.04366840201256862, 0.026656401310883576, 0.04686201046497079, 0.049075805568066073, 0.039096584272145025, 0.03066711636943434, 0.017936045594101575, 0.03920395365312471, 0.028389958281013834, 0.036912988028933655, 0.01428444080766122, 0.02395979243906299, 0.02764287785669068, 0.021094077608393665, 0.035060336392129486, 0.023587586404989713, 0.04549296312595732, 0.031540559913644836, 0.027786142487621786, 0.07721579494188778, 0.05585327055586043, 0.03762463543882322, 0.05084594047099501, 0.021858706059467853, 0.07421295936383195]","[0.3417085427135678, 0.6633165829145728, 0.8391959798994975, 0.9246231155778895, 0.9246231155778895, 0.9346733668341709, 0.9346733668341709, 0.9698492462311558, 0.9748743718592965, 0.9748743718592965, 0.9698492462311558, 0.9899497487437185, 0.9949748743718593, 0.9849246231155779, 0.9899497487437185, 0.9949748743718593, 0.9899497487437185, 0.9899497487437185, 0.9949748743718593, 0.9949748743718593, 1.0, 0.9849246231155779, 0.9949748743718593, 1.0, 0.9949748743718593, 0.9949748743718593, 1.0, 0.9949748743718593, 0.9949748743718593, 0.9899497487437185, 1.0, 1.0, 0.9899497487437185, 0.9949748743718593, 0.9949748743718593, 1.0, 0.9949748743718593, 0.9949748743718593, 1.0, 0.9949748743718593, 0.9949748743718593, 0.9849246231155779, 0.9949748743718593, 0.9949748743718593, 0.9899497487437185, 0.9899497487437185, 1.0, 1.0, 1.0, 0.9849246231155779]","[1.1160381862095423, 1.0485544204711914, 0.9467732906341553, 0.8220230839690383, 0.7148935502889205, 0.6306588406465492, 0.5868110595917215, 0.5547504692661519, 0.5343250656614498, 0.5012668067095231, 0.48930028993256236, 0.4660283278445808, 0.4423797288719489, 0.38917312147665994, 0.37002287105638154, 0.36161344209495855, 0.3579827905917654, 0.3960505991565938, 0.3649231961795262, 0.37747636923984607, 0.3754109740257263, 0.31946092904830464, 0.3254268120746223, 0.3273082503250667, 0.3751554318836757, 0.36592691163627467, 0.37214788976980717, 0.38969371878370945, 0.3888078696873723, 0.3113771068806551, 0.3628080560236561, 0.33797694164879466, 0.36166035155860743, 0.303287926985293, 0.2952642927364427, 0.24443064113052523, 0.23198544249242667, 0.2571268470919862, 0.3039328443760775, 0.2829507838706581, 0.37594854345127027, 0.46041067765683547, 0.29363694543741187, 0.18325792070554228, 0.15113650536050602, 0.15355003640359763, 0.24602012609948917, 0.343301739011492, 0.2941828485654325, 0.30236299244724973]","[0.42857142857142855, 0.3673469387755102, 0.5510204081632653, 0.6938775510204082, 0.7346938775510204, 0.7551020408163265, 0.7959183673469388, 0.7959183673469388, 0.7959183673469388, 0.8163265306122449, 0.8163265306122449, 0.7959183673469388, 0.7959183673469388, 0.8367346938775511, 0.8775510204081632, 0.8979591836734694, 0.8775510204081632, 0.8367346938775511, 0.8571428571428571, 0.8571428571428571, 0.8367346938775511, 0.8979591836734694, 0.8979591836734694, 0.8979591836734694, 0.8571428571428571, 0.8979591836734694, 0.8775510204081632, 0.8979591836734694, 0.8571428571428571, 0.8775510204081632, 0.8775510204081632, 0.8775510204081632, 0.8571428571428571, 0.9387755102040817, 0.9387755102040817, 0.9591836734693877, 0.9591836734693877, 0.9387755102040817, 0.8979591836734694, 0.8775510204081632, 0.8571428571428571, 0.8367346938775511, 0.8775510204081632, 0.9183673469387755, 0.9591836734693877, 0.9591836734693877, 0.8979591836734694, 0.8775510204081632, 0.8979591836734694, 0.8979591836734694]"
5,"[1.0971412916279317, 0.9161561368098811, 0.7492649087953807, 0.6561462408933209, 0.5421990824105153, 0.46847946994268713, 0.37722689123009917, 0.3250433631877803, 0.27653453967080044, 0.240086860767561, 0.19302216516667275, 0.15582001778348606, 0.15266107314795105, 0.1337135553959027, 0.1373820790468748, 0.09519811760840105, 0.10145892629671337, 0.10371145561112831, 0.07153370953983997, 0.0434656508697487, 0.061290437252677264, 0.05297055331306841, 0.05357383169121479, 0.03861102289590404, 0.07005939029868524, 0.03005344401951411, 0.030196903264103223, 0.03355405597605897, 0.07895100461178689, 0.0258091336219155, 0.03621848504147937, 0.031526834633781683, 0.04282880069023401, 0.026608398291820556, 0.03644575695296628, 0.03814216950281182, 0.029711597004727502, 0.022458943646008044, 0.02407805344567227, 0.01379494713478951, 0.01945675143869079, 0.04289047098039982, 0.016611675933078305, 0.04510390369137328, 0.018708706912982404, 0.02452497301276904, 0.0217729930826767, 0.03419740691818484, 0.009005761538028493, 0.015336999894311679]","[0.39195979899497485, 0.6733668341708543, 0.8391959798994975, 0.8492462311557789, 0.9246231155778895, 0.9045226130653267, 0.9246231155778895, 0.9597989949748744, 0.9698492462311558, 0.964824120603015, 0.9899497487437185, 0.9849246231155779, 0.9748743718592965, 0.9849246231155779, 0.9849246231155779, 0.9949748743718593, 0.9798994974874372, 0.9849246231155779, 1.0, 1.0, 0.9949748743718593, 0.9899497487437185, 0.9949748743718593, 1.0, 0.9899497487437185, 1.0, 0.9949748743718593, 1.0, 0.9899497487437185, 1.0, 0.9949748743718593, 0.9949748743718593, 0.9949748743718593, 0.9949748743718593, 0.9899497487437185, 0.9949748743718593, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9949748743718593, 1.0, 0.9899497487437185, 1.0, 0.9949748743718593, 0.9949748743718593, 0.9899497487437185, 1.0, 1.0]","[1.0841281997914216, 0.956864728003132, 0.8266163675152526, 0.7341165238497208, 0.6462250510040595, 0.5841708304930706, 0.5181910359129613, 0.4786703318965678, 0.44480076857975553, 0.40722348495405547, 0.3976814515736638, 0.386778893519421, 0.375628976797571, 0.3586606012315166, 0.3511975936743678, 0.32788451168001914, 0.306560076621114, 0.304899845804487, 0.325737257393039, 0.33527545235594924, 0.33508975651799416, 0.3801084994053354, 0.37790835268643436, 0.4039997348980028, 0.4233447489689808, 0.36536745149262095, 0.33420092414836494, 0.30348646884061853, 0.2925896303994315, 0.32099115605256995, 0.32981017231941223, 0.3534315222380113, 0.3944157739074863, 0.28462766810339324, 0.295345382422817, 0.30510843165066776, 0.4195535772917222, 0.41783721897066856, 0.41797070843832834, 0.35539708210497484, 0.36095380296512525, 0.3792911792288021, 0.2605173356679021, 0.28917417964156794, 0.2869682616117049, 0.30670575949610496, 0.29684436321258545, 0.28487758733788315, 0.290377963562401, 0.2841730032648359]","[0.4897959183673469, 0.5918367346938775, 0.7959183673469388, 0.7551020408163265, 0.8163265306122449, 0.7755102040816326, 0.7959183673469388, 0.8367346938775511, 0.8367346938775511, 0.8775510204081632, 0.8571428571428571, 0.8367346938775511, 0.8163265306122449, 0.8571428571428571, 0.8367346938775511, 0.8571428571428571, 0.8571428571428571, 0.8775510204081632, 0.8775510204081632, 0.8571428571428571, 0.8571428571428571, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8367346938775511, 0.8367346938775511, 0.8775510204081632, 0.8979591836734694, 0.8571428571428571, 0.8775510204081632, 0.8775510204081632, 0.8571428571428571, 0.8775510204081632, 0.8979591836734694, 0.8571428571428571, 0.8367346938775511, 0.8571428571428571, 0.8367346938775511, 0.8571428571428571, 0.8367346938775511, 0.8163265306122449, 0.9183673469387755, 0.8775510204081632, 0.8775510204081632, 0.8979591836734694, 0.8979591836734694, 0.8979591836734694, 0.8979591836734694, 0.8979591836734694]"
