,iou_top_k,iou_top_k,iou_top_k,ssim,ssim,ssim
,mean,std,count,mean,std,count
acerto_ensemble,,,,,,
False,0.08185080540524878,0.10764521366179738,12,0.3211800503784315,0.11200760008321431,12
True,0.15884814766162608,0.16386380887082772,148,0.4438574688487007,0.13398273531949534,148
