fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,27,0.08293332230477106,1.0,0.01380451827251411,1.0
2,30,0.06556427147653368,1.0,0.006652433287677349,1.0
3,30,0.07170925752536671,1.0,0.0072475745770576834,1.0
4,30,0.05563111164990593,1.0,0.005611345230521548,1.0
5,30,0.02699916333787971,1.0,0.005823071061589774,1.0
