fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,14,0.649759829044342,0.5666666666666667,0.29151394022138494,0.9671052631578947
2,29,0.3934628367424011,0.8064516129032258,0.11400029813217012,1.0
3,23,0.5661304536319914,0.6904761904761905,0.18534596732684544,0.9785714285714285
4,30,0.3458690473011562,0.9047619047619048,0.16935390617166246,0.9714285714285714
5,26,0.5379462612641824,0.6756756756756757,0.12643918795832274,0.9862068965517241
