fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,22,0.5273814664946662,0.7222222222222222,0.0382358302706725,1.0
2,18,0.5442688796255324,0.6944444444444444,0.0731396638367274,1.0
3,27,0.32145441075166065,0.8888888888888888,0.03489032530621307,1.0
4,19,0.4932504473505793,0.7297297297297297,0.060223041526202496,1.0
5,17,0.5035082746196438,0.7297297297297297,0.08778710807191914,1.0
