acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
31/43,0.7209302325581395,0.7195652173913043,0.722943722943723,0.722943722943723,65,MobileNet_RecPlot + EffNet_RecPlot
32/43,0.7441860465116279,0.729559748427673,0.75,0.75,65,EffNet_Original + EffNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,65,MobileNet_Original + MobileNet_Original
30/43,0.6976744186046512,0.6950354609929078,0.7002164502164503,0.7002164502164503,65,MobileNet_RecPlot + MobileNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,65,EffNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6728260869565217,0.6764069264069263,0.6764069264069263,65,EffNet_RecPlot + EffNet_RecPlot
35/43,0.813953488372093,0.8114035087719298,0.8170995670995671,0.8170995670995671,87,MobileNet_Original + MobileNet_RecPlot
38/43,0.8837209302325582,0.8827059465357338,0.8863636363636364,0.8863636363636364,87,MobileNet_Original + EffNet_Original
29/43,0.6744186046511628,0.6516203703703703,0.6807359307359307,0.6807359307359307,87,MobileNet_Original + EffNet_RecPlot
39/43,0.9069767441860465,0.9065217391304348,0.9090909090909092,0.9090909090909092,87,MobileNet_RecPlot + EffNet_Original
28/43,0.6511627906976745,0.6442360728075014,0.6547619047619048,0.6547619047619048,87,MobileNet_RecPlot + EffNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,87,EffNet_Original + EffNet_RecPlot
34/43,0.7906976744186046,0.7865416436845009,0.7943722943722944,0.7943722943722944,87,MobileNet_Original + MobileNet_Original
28/43,0.6511627906976745,0.6481178396072014,0.6493506493506493,0.6493506493506493,87,MobileNet_RecPlot + MobileNet_RecPlot
39/43,0.9069767441860465,0.9065217391304348,0.9090909090909092,0.9090909090909092,87,EffNet_Original + EffNet_Original
23/43,0.5348837209302325,0.48809523809523814,0.5422077922077921,0.5422077922077921,87,EffNet_RecPlot + EffNet_RecPlot
36/43,0.8372093023255814,0.833976833976834,0.8409090909090908,0.8409090909090908,93,MobileNet_Original + MobileNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,93,MobileNet_Original + EffNet_Original
30/43,0.6976744186046512,0.6803887935963409,0.7034632034632035,0.7034632034632035,93,MobileNet_Original + EffNet_RecPlot
29/43,0.6744186046511628,0.6516203703703703,0.6807359307359307,0.6807359307359307,93,MobileNet_RecPlot + EffNet_Original
22/43,0.5116279069767442,0.49411764705882355,0.5162337662337663,0.5162337662337663,93,MobileNet_RecPlot + EffNet_RecPlot
28/43,0.6511627906976745,0.6098003629764065,0.6590909090909091,0.6590909090909091,93,EffNet_Original + EffNet_RecPlot
38/43,0.8837209302325582,0.8827059465357338,0.8863636363636364,0.8863636363636364,93,MobileNet_Original + MobileNet_Original
27/43,0.627906976744186,0.6177777777777778,0.6320346320346321,0.6320346320346321,93,MobileNet_RecPlot + MobileNet_RecPlot
34/43,0.7906976744186046,0.7865416436845009,0.7943722943722944,0.7943722943722944,93,EffNet_Original + EffNet_Original
23/43,0.5348837209302325,0.5023148148148149,0.5411255411255411,0.5411255411255411,93,EffNet_RecPlot + EffNet_RecPlot
32/43,0.7441860465116279,0.7419530823786142,0.7467532467532467,0.7467532467532467,107,MobileNet_Original + MobileNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,107,MobileNet_Original + EffNet_Original
31/43,0.7209302325581395,0.7133333333333334,0.725108225108225,0.725108225108225,107,MobileNet_Original + EffNet_RecPlot
32/43,0.7441860465116279,0.7391064533921676,0.7478354978354979,0.7478354978354979,107,MobileNet_RecPlot + EffNet_Original
29/43,0.6744186046511628,0.6742424242424242,0.6753246753246753,0.6753246753246753,107,MobileNet_RecPlot + EffNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,107,EffNet_Original + EffNet_RecPlot
32/43,0.7441860465116279,0.729559748427673,0.75,0.75,107,MobileNet_Original + MobileNet_Original
27/43,0.627906976744186,0.6277056277056277,0.6287878787878788,0.6287878787878788,107,MobileNet_RecPlot + MobileNet_RecPlot
31/43,0.7209302325581395,0.7013888888888888,0.7272727272727273,0.7272727272727273,107,EffNet_Original + EffNet_Original
28/43,0.6511627906976745,0.6504065040650406,0.6525974025974026,0.6525974025974026,107,EffNet_RecPlot + EffNet_RecPlot
36/43,0.8372093023255814,0.8357883251500273,0.8398268398268398,0.8398268398268398,121,MobileNet_Original + MobileNet_RecPlot
36/43,0.8372093023255814,0.833976833976834,0.8409090909090908,0.8409090909090908,121,MobileNet_Original + EffNet_Original
31/43,0.7209302325581395,0.7081447963800905,0.7261904761904762,0.7261904761904762,121,MobileNet_Original + EffNet_RecPlot
33/43,0.7674418604651163,0.7567873303167421,0.7727272727272727,0.7727272727272727,121,MobileNet_RecPlot + EffNet_Original
27/43,0.627906976744186,0.6228070175438596,0.6309523809523809,0.6309523809523809,121,MobileNet_RecPlot + EffNet_RecPlot
34/43,0.7906976744186046,0.7831932773109244,0.7954545454545454,0.7954545454545454,121,EffNet_Original + EffNet_RecPlot
39/43,0.9069767441860465,0.9065217391304348,0.9090909090909092,0.9090909090909092,121,MobileNet_Original + MobileNet_Original
26/43,0.6046511627906976,0.6012002182214948,0.6071428571428572,0.6071428571428572,121,MobileNet_RecPlot + MobileNet_RecPlot
35/43,0.813953488372093,0.8088888888888889,0.8181818181818181,0.8181818181818181,121,EffNet_Original + EffNet_Original
25/43,0.5813953488372093,0.575657894736842,0.5844155844155844,0.5844155844155844,121,EffNet_RecPlot + EffNet_RecPlot
