fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,13,0.42949920892715454,0.7931034482758621,0.1646707544918933,0.9673202614379085
2,18,0.5057661334673563,0.7916666666666666,0.13939639770272952,0.9701492537313433
3,17,0.35908499360084534,0.8666666666666667,0.14927383080909126,0.9473684210526315
4,14,0.497535554262308,0.717948717948718,0.20728817957264561,0.9300699300699301
5,17,0.5145382351345487,0.7777777777777778,0.15481991269817091,0.9315068493150684
