branch,bloco,spearman,ssim
mobilenet_orig,nenhum (referencia),1.0,1.0
mobilenet_orig,classifier,0.26696197036043623,0.4045115257853942
mobilenet_orig,features[18],0.004721000931438657,0.2731953413471452
mobilenet_orig,features[17],-0.4334138856786727,0.19716004811893562
mobilenet_orig,features[16],-0.14482153116382118,0.2425083096718705
mobilenet_orig,features[15],-0.003319575274699685,0.3241732440660604
mobilenet_orig,features[14],-0.07554972840462594,0.2044461053509875
mobilenet_orig,features[13],-0.05893709429956438,0.2245582320727997
mobilenet_orig,features[12],0.0848371476814523,0.22951350191414957
mobilenet_orig,features[11],0.18416996969441543,0.362980436263106
mobilenet_orig,features[10],0.17493326757897845,0.2684463326991403
mobilenet_orig,features[9],0.11117587753851065,0.30498705101843687
mobilenet_orig,features[8],0.16741930691682305,0.27150110707582986
mobilenet_orig,features[7],0.10588952489949226,0.2641578725725493
mobilenet_orig,features[6],-0.012741247711354275,0.2990739402444727
mobilenet_orig,features[5],0.2780379313027813,0.31192730839293664
mobilenet_orig,features[4],0.27604038947131415,0.3152992960329685
mobilenet_orig,features[3],0.42131039067723874,0.4118743581826733
mobilenet_orig,features[2],-0.07030226556837374,0.2929417395040915
mobilenet_orig,features[1],-0.02826451600186827,0.27849717565765064
mobilenet_orig,features[0],0.19448672708639,0.20097814376728265
mobilenet_recplot,nenhum (referencia),1.0,1.0
mobilenet_recplot,classifier,-0.2768992597993347,0.3197138326782107
mobilenet_recplot,features[18],0.3790649742796409,0.638539741105024
mobilenet_recplot,features[17],0.6299472382776967,0.6218142307628393
mobilenet_recplot,features[16],0.03574260064421325,0.43121797231327047
mobilenet_recplot,features[15],-0.1941462180559907,0.39842654147587764
mobilenet_recplot,features[14],0.3472271513281933,0.5666130479628547
mobilenet_recplot,features[13],0.280465149335678,0.5404106298252073
mobilenet_recplot,features[12],-0.3002640470419016,0.5256435907549513
mobilenet_recplot,features[11],0.021253445041941366,0.3356418098394985
mobilenet_recplot,features[10],-0.035896703792791904,0.3917627810808378
mobilenet_recplot,features[9],-0.21220317350887158,0.3524373261483374
mobilenet_recplot,features[8],0.041949265297444784,0.4145300883362042
mobilenet_recplot,features[7],0.48552361179628817,0.23055239497450464
mobilenet_recplot,features[6],0.5142420611920061,0.2617835425855045
mobilenet_recplot,features[5],0.4225509273436389,0.28760170122808565
mobilenet_recplot,features[4],0.25956890636863156,0.25239843586895677
mobilenet_recplot,features[3],0.5864941608913076,0.20123580150027323
mobilenet_recplot,features[2],0.32952020358857803,0.21285484763697768
mobilenet_recplot,features[1],0.21726386656785426,0.1803513799835711
mobilenet_recplot,features[0],0.39860836211693007,0.2864432006206916
effnet_orig,nenhum (referencia),1.0,1.0
effnet_orig,classifier,0.10346979810384771,0.3664180045834831
effnet_orig,features[8],-0.15525262615502577,0.21505228377853242
effnet_orig,features[7],0.09545096516171482,0.18824933490403958
effnet_orig,features[6],-0.24704457916947187,0.2027286661413065
effnet_orig,features[5],-0.06416535801929213,0.1734484608632925
effnet_orig,features[4],0.18866291285979014,0.2898817376710368
effnet_orig,features[3],0.39720365183851547,0.3279161792178509
effnet_orig,features[2],0.21561179153350762,0.28776275350327674
effnet_orig,features[1],0.0,0.12195217313735113
effnet_orig,features[0],0.0,0.12195217313735113
effnet_recplot,nenhum (referencia),1.0,1.0
effnet_recplot,classifier,-0.14013490138434131,0.31332389761663726
effnet_recplot,features[8],-0.4446147917194252,0.209622152976626
effnet_recplot,features[7],0.15384411935002665,0.32163882544618505
effnet_recplot,features[6],-0.562528343326454,0.0646661884013549
effnet_recplot,features[5],-0.6089316762364995,0.1563010952358864
effnet_recplot,features[4],0.08930448431350531,0.28680904315726036
effnet_recplot,features[3],0.2587134645201332,0.20722283803353433
effnet_recplot,features[2],0.33720536744329804,0.3913079556780411
effnet_recplot,features[1],0.0,0.39029540650128486
effnet_recplot,features[0],0.0,0.39029540650128486
