fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,36,0.3763070046901703,0.86,0.09104897036696925,0.9797979797979798
2,20,0.7083561992645264,0.74,0.24493752766137172,0.9343434343434344
3,22,0.5077771878242493,0.86,0.24751651287078857,0.9242424242424242
4,21,0.618556585847115,0.7346938775510204,0.19767446853407664,0.9547738693467337
5,41,0.5755120888352394,0.8775510204081632,0.11484742756165452,0.9698492462311558
