fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,30,0.02667502086195681,1.0,0.003637141884060814,1.0
2,28,0.018151747062802315,1.0,0.007077225093399325,1.0
3,28,0.013081940324154011,1.0,0.007762908804374681,1.0
4,30,0.047098016585497296,1.0,0.004978275919542802,1.0
5,30,0.008343689143657684,1.0,0.009280203369452612,1.0
