,iou_top_k,iou_top_k,iou_top_k,ssim,ssim,ssim
,mean,std,count,mean,std,count
acerto_ensemble,,,,,,
False,0.04668475276177451,0.06008012700602929,64,0.3171242385514347,0.048030227921127946,64
True,0.06667909040111634,0.09555968937075124,96,0.3169666189512434,0.04943954236708744,96
