,iou_top_k,iou_top_k,iou_top_k,ssim,ssim,ssim
,mean,std,count,mean,std,count
acerto_ensemble,,,,,,
False,0.08316972350714831,0.020545989195906326,6,0.3690325821966309,0.14106080062800747,6
True,0.09188509695171472,0.015277551318741065,154,0.34411315560942884,0.09575543183893546,154
