fold,train_loss,train_accuracy,val_loss,val_accuracy
1,"[0.6893806726160184, 0.5783803798782994, 0.4982115554977471, 0.43566815743983633, 0.3954484227677466, 0.34506978493341256, 0.29291889428252904, 0.25921696529422006, 0.18919876469692715, 0.1866748637296784, 0.12461695305898156, 0.11013325492680913, 0.09752635678774874, 0.07860209677420871, 0.05424862764251064, 0.05348549279528604, 0.0330374748249289, 0.046277258125409275, 0.04471855495177524, 0.026683827783440202, 0.017824927528559322, 0.014799064969722654, 0.01494407299643671, 0.023294498907848144, 0.013089723858824918, 0.009963527584159878, 0.012963917263796632, 0.010984941451272495, 0.006782995550040628, 0.01277913137430876]","[0.5211267605633803, 0.7676056338028169, 0.8873239436619719, 0.8873239436619719, 0.9084507042253521, 0.9154929577464789, 0.9577464788732394, 0.9788732394366197, 1.0, 0.9929577464788732, 1.0, 0.9929577464788732, 0.9929577464788732, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6486168295838112, 0.6644725647083548, 0.6422101259231567, 0.6419841605563497, 0.6511022434678189, 0.6637552498384963, 0.6714727691439695, 0.6706141774044481, 0.6528495272924734, 0.6100017726421356, 0.5295139079870179, 0.49061183666074, 0.4405894594830136, 0.38037207029586617, 0.3556259465078975, 0.33714970149273094, 0.3629811437324036, 0.32577339265235633, 0.2723378005415894, 0.2644590042358221, 0.2709752865308939, 0.2910158525026122, 0.3152183179938516, 0.3300828400046326, 0.33624589651129966, 0.3807717123350432, 0.4222089147498441, 0.4291444609678069, 0.41144101633582003, 0.3735858396042225]","[0.6511627906976745, 0.6976744186046512, 0.6744186046511628, 0.6511627906976745, 0.5813953488372093, 0.5581395348837209, 0.46511627906976744, 0.4883720930232558, 0.5581395348837209, 0.6976744186046512, 0.7209302325581395, 0.7906976744186046, 0.7906976744186046, 0.8604651162790697, 0.8604651162790697, 0.9069767441860465, 0.8604651162790697, 0.8837209302325582, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9302325581395349, 0.9069767441860465, 0.9069767441860465, 0.8837209302325582, 0.8372093023255814, 0.813953488372093, 0.8372093023255814, 0.8372093023255814, 0.8372093023255814]"
2,"[0.6815556722718317, 0.5751079127595231, 0.5012265661278287, 0.43330832429834315, 0.3820128497239706, 0.32600201384441274, 0.27141037663897954, 0.24631529563182109, 0.18466506697036125, 0.17188769820574168, 0.1417823103634087, 0.09904824499342893, 0.07226288660958007, 0.06279670064513748, 0.055830837705650845, 0.039413968956953774, 0.04333570216958587, 0.06111161914226171, 0.026731007908647124, 0.024850672161256946, 0.025812969417185395, 0.015150824007955758, 0.015220493455795018, 0.013693588307580433, 0.010676632308073947, 0.010792220011353493, 0.008976925969929309, 0.014301847968552564, 0.007464690435979818, 0.009381810152852858]","[0.5540540540540541, 0.7905405405405406, 0.8783783783783784, 0.918918918918919, 0.9054054054054054, 0.9527027027027027, 0.9662162162162162, 0.972972972972973, 0.9932432432432432, 0.972972972972973, 0.9864864864864865, 0.9932432432432432, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9932432432432432, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7289035610250525, 0.6940748498246476, 0.687070224736188, 0.674709635811883, 0.6673063233092025, 0.6676217027612634, 0.6579073168135978, 0.6144379892864743, 0.5560681127213143, 0.5041661036981119, 0.4566629247085468, 0.4178652239812387, 0.36120693103687185, 0.3363636828757621, 0.32692965220760656, 0.3282576042252618, 0.3194406000343529, 0.3261631823874809, 0.31648075580596924, 0.31321230128004746, 0.291843402224618, 0.299581915140152, 0.330219926060857, 0.36569965288445755, 0.3926204338267043, 0.40372372720692606, 0.4006946167430362, 0.36640442464802714, 0.3331986109952669, 0.31285930807526047]","[0.35135135135135137, 0.4594594594594595, 0.5405405405405406, 0.5135135135135135, 0.5135135135135135, 0.5135135135135135, 0.6486486486486487, 0.7297297297297297, 0.8108108108108109, 0.7837837837837838, 0.7837837837837838, 0.7837837837837838, 0.8378378378378378, 0.8918918918918919, 0.8918918918918919, 0.8108108108108109, 0.8108108108108109, 0.8648648648648649, 0.8648648648648649, 0.8648648648648649, 0.8918918918918919, 0.8648648648648649, 0.8108108108108109, 0.8378378378378378, 0.7837837837837838, 0.7837837837837838, 0.7837837837837838, 0.8108108108108109, 0.8378378378378378, 0.8378378378378378]"
3,"[0.700844336467184, 0.5956917507633283, 0.5087138266320441, 0.4543861972678239, 0.3919096682102058, 0.3341443542462246, 0.27044610745587927, 0.23732386804690028, 0.18951953093337406, 0.16907073111291143, 0.13082285272847316, 0.1011799593829805, 0.07393712915812328, 0.056793380765968064, 0.05091168325702856, 0.03929991371170351, 0.036873835429644126, 0.031799132573851356, 0.02733076857343601, 0.028545066714286804, 0.02772906840227212, 0.024694189595378887, 0.01552079273921669, 0.011284834669701233, 0.012409585545871668, 0.011208373483768694, 0.009301895948992982, 0.006839475843604583, 0.007844474742034818, 0.005135534286712575]","[0.5159235668789809, 0.732484076433121, 0.8726114649681529, 0.8980891719745223, 0.9299363057324841, 0.9363057324840764, 0.9617834394904459, 0.9681528662420382, 0.9745222929936306, 0.9808917197452229, 0.9936305732484076, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.746674120426178, 0.7035542726516724, 0.6787943840026855, 0.6725978255271912, 0.652751624584198, 0.6295442581176758, 0.6152763962745667, 0.5906422734260559, 0.5674437880516052, 0.5568712949752808, 0.5035771131515503, 0.5260999798774719, 0.6298900842666626, 0.6024483442306519, 0.5776745080947876, 0.5662160515785217, 0.5973567366600037, 0.6562077403068542, 0.6623414754867554, 0.6119354963302612, 0.5579494833946228, 0.5868085026741028, 0.6552686095237732, 0.6866245865821838, 0.689773440361023, 0.6883629560470581, 0.6947833299636841, 0.6812275052070618, 0.6795400977134705, 0.6775931715965271]","[0.35714285714285715, 0.42857142857142855, 0.6428571428571429, 0.5357142857142857, 0.5357142857142857, 0.6428571428571429, 0.7142857142857143, 0.7142857142857143, 0.6785714285714286, 0.75, 0.75, 0.7857142857142857, 0.75, 0.75, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.6785714285714286]"
4,"[0.6957317635315616, 0.5645306057670489, 0.4901380800471014, 0.4323187472463465, 0.36415161121459233, 0.3050454212289278, 0.2669637287352361, 0.20343826052282943, 0.19429673974205847, 0.12680967395402948, 0.11863676412981383, 0.09166610735107442, 0.0651988575653154, 0.04826682838959759, 0.05062549074693602, 0.03130645895389472, 0.027075514868915487, 0.02196769029865054, 0.0227011979944041, 0.014332105487990542, 0.016823507668006988, 0.01328213467281692, 0.010590729335335647, 0.015632956801932687, 0.011790010362204647, 0.008833069088203567, 0.008054279462516713, 0.00957448487835271, 0.007492875686662943, 0.005369487703226658]","[0.5374149659863946, 0.891156462585034, 0.9319727891156463, 0.8979591836734694, 0.9319727891156463, 0.9387755102040817, 0.9455782312925171, 0.9863945578231292, 0.9659863945578231, 0.9931972789115646, 0.9795918367346939, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6808156559341833, 0.7015556410739296, 0.6860188684965435, 0.6517467749746222, 0.6296783905280264, 0.6266908677000749, 0.6313303520804957, 0.6136255264282227, 0.590602950045937, 0.5792643427848816, 0.5408423354751185, 0.5216557477649889, 0.5176032562004892, 0.5426702248422723, 0.5443057637465628, 0.5605772106271041, 0.5568422643761886, 0.5662184200788799, 0.5754937372709575, 0.5637807532360679, 0.5450506461294073, 0.547786295413971, 0.5521134671412016, 0.5596412890835812, 0.5706808629788851, 0.5833545295815719, 0.6075844325517353, 0.6219454878254941, 0.6436653701882613, 0.6324094533920288]","[0.6052631578947368, 0.47368421052631576, 0.5789473684210527, 0.5789473684210527, 0.5789473684210527, 0.6052631578947368, 0.631578947368421, 0.6578947368421053, 0.7105263157894737, 0.631578947368421, 0.7105263157894737, 0.6842105263157895, 0.7105263157894737, 0.6842105263157895, 0.6578947368421053, 0.6052631578947368, 0.631578947368421, 0.631578947368421, 0.6052631578947368, 0.6578947368421053, 0.6578947368421053, 0.631578947368421, 0.631578947368421, 0.6842105263157895, 0.631578947368421, 0.631578947368421, 0.631578947368421, 0.631578947368421, 0.631578947368421, 0.631578947368421]"
5,"[0.6824498829776293, 0.5726154046515896, 0.4757383629067303, 0.421335417522143, 0.35124496931899085, 0.30668841935183905, 0.239801921256601, 0.20311072305457234, 0.16011585499325845, 0.13250450830753535, 0.11419542154220685, 0.07018472131800978, 0.056233922504398924, 0.041573422514412504, 0.0373985387180766, 0.04153946537065179, 0.02175909740059343, 0.021714587581076035, 0.019248340151285473, 0.024644824956888207, 0.013657235425629029, 0.017276431752802576, 0.01857215308979766, 0.015916699135344322, 0.009235162804643177, 0.006200611674265094, 0.008251439703449812, 0.009413196258757212, 0.005731801776700232, 0.005734157831446357]","[0.5616438356164384, 0.773972602739726, 0.8972602739726028, 0.952054794520548, 0.9452054794520548, 0.958904109589041, 0.9726027397260274, 1.0, 1.0, 0.9863013698630136, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.7086636699162997, 0.6960878265209687, 0.6747050667420412, 0.6546451938457978, 0.6405964753566644, 0.6294799492909358, 0.6378430922826132, 0.6322538592876532, 0.6266122093567481, 0.6044545326477442, 0.5875975993963388, 0.5650343558727167, 0.5538368912843558, 0.5788016151159238, 0.6218141500766461, 0.6419692222888653, 0.6485781455651308, 0.648639440536499, 0.6686633213972434, 0.7138578127592038, 0.757670949666928, 0.7716350647119375, 0.7978005990003928, 0.7824287506250235, 0.7735956540474525, 0.7820034668995783, 0.8069874201065454, 0.8146633765636346, 0.8204607688463651, 0.8377464826290424]","[0.38461538461538464, 0.5384615384615384, 0.6153846153846154, 0.6410256410256411, 0.7435897435897436, 0.7692307692307693, 0.6153846153846154, 0.6923076923076923, 0.7435897435897436, 0.7692307692307693, 0.7435897435897436, 0.7435897435897436, 0.7692307692307693, 0.7435897435897436, 0.7435897435897436, 0.7435897435897436, 0.7692307692307693, 0.7692307692307693, 0.7435897435897436, 0.7435897435897436, 0.7435897435897436, 0.7435897435897436, 0.717948717948718, 0.717948717948718, 0.7948717948717948, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693]"
