fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,12,0.5119955253601074,0.8,0.3440978817566477,0.8838383838383839
2,23,0.6818649053573609,0.78,0.16444824861757684,0.9696969696969697
3,28,0.5695645308494568,0.8,0.15183234749117283,0.9494949494949495
4,27,0.5781498867638257,0.7551020408163265,0.11609140255642895,0.9748743718592965
5,11,0.5549039816369816,0.8163265306122449,0.38078516302396304,0.8793969849246231
