fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,19,0.7303911018371582,0.68,0.22218008745800366,0.9393939393939394
2,11,0.5344078397750854,0.8,0.3932350572913584,0.8787878787878788
3,29,0.4004814147949219,0.82,0.13809610301195974,0.9646464646464646
4,9,0.7434523932787837,0.7142857142857143,0.36060027426211677,0.8844221105527639
5,10,0.7486947385632262,0.7142857142857143,0.43053341870331885,0.8492462311557789
