fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,31,0.3863918042182922,0.84,0.09181084611801187,1.0
2,47,0.40465078949928285,0.86,0.02661205617466358,1.0
3,15,0.8472275161743164,0.62,0.32143564447008,0.9292929292929293
4,22,0.7586318753203567,0.7346938775510204,0.1760130247578549,0.9748743718592965
5,46,0.6133609730370191,0.7346938775510204,0.06110330277950919,0.9899497487437185
