branch,bloco,spearman,ssim
mobilenet_orig,nenhum (referencia),1.0,1.0
mobilenet_orig,classifier,0.4267214733740154,0.5552347068204221
mobilenet_orig,features[18],0.38025314936510984,0.5348319876315291
mobilenet_orig,features[17],0.33251748592584524,0.5152949677281267
mobilenet_orig,features[16],0.33938855408990964,0.4778409426074741
mobilenet_orig,features[15],0.3517889757153584,0.5043798790376772
mobilenet_orig,features[14],0.38732978089832165,0.5392479026219118
mobilenet_orig,features[13],0.3394316003608578,0.49106197684133857
mobilenet_orig,features[12],0.33988967916866036,0.5022377730996753
mobilenet_orig,features[11],0.3415097696071966,0.39061964111276404
mobilenet_orig,features[10],0.35511863129954707,0.4911504503808414
mobilenet_orig,features[9],0.3435967451837244,0.4550225179131856
mobilenet_orig,features[8],0.34134989841188457,0.5147119667172018
mobilenet_orig,features[7],0.32237566874558027,0.3832292542614014
mobilenet_orig,features[6],0.30551327213281304,0.36195422103470043
mobilenet_orig,features[5],0.3116746155911058,0.3436115580612126
mobilenet_orig,features[4],0.3201186603272027,0.46214777029952214
mobilenet_orig,features[3],0.30348581389080853,0.3593606717205583
mobilenet_orig,features[2],0.24188137500749943,0.31624303270947585
mobilenet_orig,features[1],0.25919141274246127,0.3828794122500509
mobilenet_orig,features[0],0.1960459000060013,0.1946863055424111
mobilenet_recplot,nenhum (referencia),1.0,1.0
mobilenet_recplot,classifier,0.755911914022274,0.61000706872613
mobilenet_recplot,features[18],0.6844554195546705,0.6348022338470264
mobilenet_recplot,features[17],0.6460489588401096,0.5450981657506144
mobilenet_recplot,features[16],0.625566451019223,0.48545365508264526
mobilenet_recplot,features[15],0.6537471875584379,0.5747681629383578
mobilenet_recplot,features[14],0.6428505764008136,0.5047358299710454
mobilenet_recplot,features[13],0.6275205161235538,0.5208051216351154
mobilenet_recplot,features[12],0.6121918043069027,0.48934982526215337
mobilenet_recplot,features[11],0.6425288795722064,0.4681430587556936
mobilenet_recplot,features[10],0.6319196146970917,0.4223667909880439
mobilenet_recplot,features[9],0.6397078410557037,0.4380252521964062
mobilenet_recplot,features[8],0.6152982419995584,0.40624420378762294
mobilenet_recplot,features[7],0.6090172084140008,0.4573728911803109
mobilenet_recplot,features[6],0.6108540403539239,0.39485263720454344
mobilenet_recplot,features[5],0.615085330566086,0.48664014091236457
mobilenet_recplot,features[4],0.5745777473160345,0.4670574620876733
mobilenet_recplot,features[3],0.5864572176646694,0.4621057508817564
mobilenet_recplot,features[2],0.5670079136631831,0.19664970571878296
mobilenet_recplot,features[1],0.5170318116306435,0.26996108437632593
mobilenet_recplot,features[0],0.5045689084718917,0.2847355535050555
effnet_orig,nenhum (referencia),1.0,1.0
effnet_orig,classifier,0.5583571691737308,0.6977047248186095
effnet_orig,features[8],0.24188395787124475,0.3475636452955903
effnet_orig,features[7],0.2885240088207018,0.48794226152594916
effnet_orig,features[6],0.2643617512630936,0.3852034686845775
effnet_orig,features[5],0.34182067636239544,0.47761141087885584
effnet_orig,features[4],0.2924934517178888,0.4852938224152764
effnet_orig,features[3],0.2373465824429014,0.3820627277364531
effnet_orig,features[2],0.19252111359988122,0.2229694748463554
effnet_orig,features[1],0.0,0.14843169202212694
effnet_orig,features[0],0.0,0.14843169202212694
effnet_recplot,nenhum (referencia),1.0,1.0
effnet_recplot,classifier,0.6661849772431354,0.7488029221859209
effnet_recplot,features[8],0.7774265132567424,0.835504885482616
effnet_recplot,features[7],0.7157003638539811,0.7951395168674944
effnet_recplot,features[6],0.709061029790256,0.7225853494000778
effnet_recplot,features[5],0.614013819502805,0.26552159236893536
effnet_recplot,features[4],0.5632872970242141,0.4130765392561133
effnet_recplot,features[3],0.46982814866159206,0.25247895819606364
effnet_recplot,features[2],0.5201079743671577,0.24592772735672025
effnet_recplot,features[1],0.0,0.33302005519327343
effnet_recplot,features[0],0.0,0.33302005519327343
