fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,13,0.5050747990608215,0.7666666666666667,0.16591468531834452,0.9407894736842105
2,22,0.3219192326068878,0.8709677419354839,0.11330360282730582,0.9602649006622517
3,18,0.5174220431418646,0.7380952380952381,0.12017602430922644,0.9642857142857143
4,24,0.35446516672770184,0.8333333333333334,0.09188443337168012,0.9642857142857143
5,14,0.43741606538360184,0.8648648648648649,0.1798777958442425,0.9655172413793104
