branch,bloco,spearman,ssim
mobilenet_orig,nenhum (referencia),1.0,1.0
mobilenet_orig,classifier,-0.32426852914730986,0.15626415618382125
mobilenet_orig,features[18],0.12798412260635875,0.3782967131956754
mobilenet_orig,features[17],-0.06958062140182818,0.16760626358859496
mobilenet_orig,features[16],0.19865693946326832,0.2445473975464801
mobilenet_orig,features[15],0.20231083072075873,0.14749899569087058
mobilenet_orig,features[14],0.3552430168277536,0.37357662742101194
mobilenet_orig,features[13],0.4047684506664046,0.41228882554104807
mobilenet_orig,features[12],0.36022905134191857,0.4271617249305745
mobilenet_orig,features[11],0.057851502717080575,0.2783675226729674
mobilenet_orig,features[10],0.08793751050318922,0.32006210706079447
mobilenet_orig,features[9],0.028865139645533344,0.281256407508677
mobilenet_orig,features[8],0.06257691316859548,0.17915346749502137
mobilenet_orig,features[7],-0.023578396529365712,0.27349736448332684
mobilenet_orig,features[6],-0.13428911923205847,0.2284596251413753
mobilenet_orig,features[5],-0.020284845097535885,0.1490189287314778
mobilenet_orig,features[4],0.19496034734942927,0.2698511864349341
mobilenet_orig,features[3],0.2978642724582014,0.2562793075725994
mobilenet_orig,features[2],-0.30201010019523117,0.09203598640923426
mobilenet_orig,features[1],-0.31482354299290793,0.08300774740627813
mobilenet_orig,features[0],0.2475229212913728,0.2378450745381067
mobilenet_recplot,nenhum (referencia),1.0,1.0
mobilenet_recplot,classifier,0.6589554632985051,0.49266376354075053
mobilenet_recplot,features[18],-0.38457207729268034,0.20902014447859318
mobilenet_recplot,features[17],0.1525622615974837,0.5135371887678772
mobilenet_recplot,features[16],-0.1398555995920187,0.4421328343420407
mobilenet_recplot,features[15],-0.2813020392312015,0.5146524932562336
mobilenet_recplot,features[14],-0.15914150146740705,0.49620172356678466
mobilenet_recplot,features[13],-0.2690382867825312,0.5009399425964002
mobilenet_recplot,features[12],-0.24197456109291804,0.5624016140307889
mobilenet_recplot,features[11],0.0,0.6242844840017426
mobilenet_recplot,features[10],0.0,0.6242844840017426
mobilenet_recplot,features[9],-0.20793020996879513,0.5810679105476382
mobilenet_recplot,features[8],-0.32774713611744544,0.5269498294640202
mobilenet_recplot,features[7],-0.2079302099749523,0.5810679105527091
mobilenet_recplot,features[6],-0.20793020997356318,0.5810679105297045
mobilenet_recplot,features[5],-0.20793020996849476,0.5810679105220944
mobilenet_recplot,features[4],-0.22797781616471044,0.505502408725774
mobilenet_recplot,features[3],-0.3277471361221983,0.530533091617125
mobilenet_recplot,features[2],-0.2566748443723164,0.4816844026571182
mobilenet_recplot,features[1],-0.23187306489446974,0.4994458627254202
mobilenet_recplot,features[0],-0.12477632761126621,0.5481801897289241
effnet_orig,nenhum (referencia),1.0,1.0
effnet_orig,classifier,0.4317920773887226,0.36082704410606165
effnet_orig,features[8],0.18284327062367295,0.38048294756729933
effnet_orig,features[7],0.13738821679973923,0.1973097723726797
effnet_orig,features[6],-0.06350999843556644,0.2311177916346735
effnet_orig,features[5],0.36751575418809423,0.4741957910417626
effnet_orig,features[4],-0.014350770826942335,0.36102018306434924
effnet_orig,features[3],0.16231038322786026,0.3462912007581473
effnet_orig,features[2],0.03475545609962263,0.3202773349272002
effnet_orig,features[1],0.0,0.055363097777613356
effnet_orig,features[0],0.0,0.055363097777613356
effnet_recplot,nenhum (referencia),1.0,1.0
effnet_recplot,classifier,0.3159421474815513,0.4673429615231467
effnet_recplot,features[8],0.5572472488662438,0.4216776938339094
effnet_recplot,features[7],0.10726735228377383,0.2929911033593619
effnet_recplot,features[6],-0.016784341762659208,0.2610957474435974
effnet_recplot,features[5],0.00960099252230452,0.28975762896825846
effnet_recplot,features[4],0.22678253410175972,0.3137184303220159
effnet_recplot,features[3],-0.3566300101991084,0.25299605807803927
effnet_recplot,features[2],0.21103330485161956,0.2880178554210031
effnet_recplot,features[1],0.0,0.2196474987064602
effnet_recplot,features[0],0.0,0.2196474987064602
