fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,30,0.6836799120903015,0.68,0.32533766223926736,0.9242424242424242
2,29,0.6660178327560424,0.7,0.3018319007724222,0.9242424242424242
3,22,0.7638562440872192,0.7,0.4043681802171649,0.8737373737373737
4,30,0.5125591122374242,0.7755102040816326,0.3179069386055721,0.9396984924623115
5,30,0.7064685505263659,0.7142857142857143,0.3330162293347881,0.9195979899497487
