acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
52/59,0.8813559322033898,0.8706259018759019,0.8425925925925926,0.9252032520325203,7,MobileNet_RecPlot + EffNet_Original
52/59,0.8813559322033898,0.8703758053470853,0.8588761174968073,0.9322031943723692,107,EffNet_Original + EffNet_RecPlot
53/59,0.8983050847457628,0.8681353767560664,0.8681353767560664,0.951352130542582,12,MobileNet_Original + EffNet_Original
52/59,0.8813559322033898,0.864309292079278,0.851851851851852,0.9322031943723692,7,MobileNet_Original + MobileNet_Original
52/59,0.8813559322033898,0.8608727310552867,0.8659003831417625,0.9412789021507236,93,EffNet_Original + EffNet_Original
52/59,0.8813559322033898,0.860545905707196,0.861111111111111,0.9342789598108747,42,MobileNet_Original + EffNet_RecPlot
52/59,0.8813559322033898,0.8604390681003585,0.851851851851852,0.9332410770916221,107,MobileNet_Original + EffNet_RecPlot
52/59,0.8813559322033898,0.8555258050349215,0.8425925925925926,0.9332410770916221,12,MobileNet_RecPlot + EffNet_Original
52/59,0.8813559322033898,0.8555258050349215,0.8425925925925926,0.9332410770916221,42,EffNet_Original + EffNet_RecPlot
51/59,0.864406779661017,0.851851851851852,0.8310983397190294,0.9181110534509601,65,MobileNet_RecPlot + EffNet_Original
51/59,0.864406779661017,0.8500029219261337,0.8333333333333334,0.9181110534509601,107,MobileNet_Original + MobileNet_RecPlot
52/59,0.8813559322033898,0.8498316498316498,0.8403575989782887,0.9362221069019201,121,EffNet_Original + EffNet_Original
51/59,0.864406779661017,0.8493784781817236,0.8544061302681993,0.9301677910396124,7,EffNet_Original + EffNet_Original
51/59,0.864406779661017,0.8492945326278659,0.8614303959131545,0.9341867035691633,65,EffNet_Original + EffNet_Original
51/59,0.864406779661017,0.8456439393939394,0.8240740740740741,0.9181110534509601,7,EffNet_Original + EffNet_RecPlot
51/59,0.864406779661017,0.8456439393939394,0.8240740740740741,0.9181110534509601,121,MobileNet_RecPlot + EffNet_Original
52/59,0.8813559322033898,0.8403781285137217,0.8333333333333334,0.9421841665225164,12,MobileNet_Original + MobileNet_Original
51/59,0.864406779661017,0.8353237848329012,0.8240740740740741,0.925110995790809,93,MobileNet_Original + MobileNet_Original
50/59,0.847457627118644,0.8352272727272728,0.812579821200511,0.9069999423398488,65,MobileNet_Original + MobileNet_RecPlot
51/59,0.864406779661017,0.8330508474576271,0.8310983397190294,0.9321109381306579,65,MobileNet_Original + MobileNet_Original
50/59,0.847457627118644,0.8282276862922026,0.8055555555555555,0.9069999423398488,7,MobileNet_Original + MobileNet_RecPlot
51/59,0.864406779661017,0.8260307998012916,0.8148148148148148,0.928092025601107,12,MobileNet_Original + MobileNet_RecPlot
50/59,0.847457627118644,0.8222374847374847,0.7962962962962963,0.9069999423398488,87,MobileNet_Original + MobileNet_RecPlot
50/59,0.847457627118644,0.8216235632183908,0.8148148148148149,0.9120567375886525,93,EffNet_Original + EffNet_RecPlot
50/59,0.847457627118644,0.8216235632183908,0.8148148148148149,0.9120567375886525,121,EffNet_Original + EffNet_RecPlot
50/59,0.847457627118644,0.81867784992785,0.7962962962962963,0.9099809721501471,12,MobileNet_Original + EffNet_RecPlot
50/59,0.847457627118644,0.8126826578439482,0.8148148148148149,0.9190566799285014,87,EffNet_Original + EffNet_RecPlot
49/59,0.8305084745762712,0.8049620630265791,0.7777777777777777,0.8958888312287377,65,MobileNet_Original + EffNet_RecPlot
49/59,0.8305084745762712,0.8049620630265791,0.7777777777777777,0.8958888312287377,93,MobileNet_Original + MobileNet_RecPlot
49/59,0.8305084745762712,0.8027499070977332,0.7870370370370371,0.8999077437582886,93,MobileNet_Original + EffNet_RecPlot
49/59,0.8305084745762712,0.7945075757575758,0.7777777777777777,0.9028887735685868,7,MobileNet_Original + EffNet_RecPlot
48/59,0.8135593220338984,0.7816152407667133,0.7662835249042145,0.8928155451767283,65,EffNet_Original + EffNet_RecPlot
48/59,0.8135593220338984,0.7764192796450861,0.7592592592592592,0.8917776624574757,121,MobileNet_Original + EffNet_RecPlot
48/59,0.8135593220338984,0.7762626262626263,0.75,0.8877587499279248,121,MobileNet_Original + MobileNet_RecPlot
48/59,0.8135593220338984,0.770526531089294,0.7592592592592592,0.8957965749870264,87,MobileNet_Original + EffNet_RecPlot
45/59,0.7627118644067796,0.7378705083623117,0.7318007662835249,0.8694631839935422,65,MobileNet_RecPlot + MobileNet_RecPlot
44/59,0.7457627118644068,0.7157240437158471,0.7132822477650064,0.8623709854119818,42,MobileNet_RecPlot + EffNet_RecPlot
44/59,0.7457627118644068,0.7120726495726496,0.7132822477650064,0.8663898979415326,93,MobileNet_RecPlot + MobileNet_RecPlot
43/59,0.7288135593220338,0.7098654144480315,0.7017879948914431,0.8491841088623652,107,MobileNet_RecPlot + MobileNet_RecPlot
44/59,0.7457627118644068,0.7069203198235456,0.7062579821200511,0.8634088681312345,121,EffNet_RecPlot + EffNet_RecPlot
44/59,0.7457627118644068,0.7039060918842339,0.7062579821200511,0.8674277806607854,93,MobileNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6985368680283934,0.7017879948914431,0.8582598166407197,42,EffNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6961676316515026,0.6947637292464878,0.8522977570201234,65,MobileNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6939379772479352,0.6855044699872286,0.8502219915816179,87,MobileNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6904761904761904,0.6947637292464878,0.860335582079225,7,MobileNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6904761904761904,0.6947637292464878,0.860335582079225,7,EffNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6871570319846182,0.6877394636015325,0.8522977570201234,121,MobileNet_RecPlot + EffNet_RecPlot
43/59,0.7288135593220338,0.6815257476648092,0.6877394636015325,0.860335582079225,12,MobileNet_RecPlot + EffNet_RecPlot
42/59,0.711864406779661,0.6763070077864294,0.6925287356321839,0.8551865305887102,107,EffNet_RecPlot + EffNet_RecPlot
42/59,0.711864406779661,0.6704761904761906,0.6692209450830141,0.8371677333794615,42,MobileNet_RecPlot + MobileNet_RecPlot
42/59,0.711864406779661,0.6702754036087368,0.6784802043422733,0.8371677333794615,12,MobileNet_RecPlot + MobileNet_RecPlot
42/59,0.711864406779661,0.6682539682539682,0.6762452107279694,0.8522055007784122,7,MobileNet_RecPlot + MobileNet_RecPlot
42/59,0.711864406779661,0.6677649866438866,0.6669859514687101,0.8481865882488613,107,MobileNet_RecPlot + EffNet_RecPlot
42/59,0.711864406779661,0.6664646464646465,0.6669859514687101,0.8501297353399067,87,EffNet_RecPlot + EffNet_RecPlot
42/59,0.711864406779661,0.6617989417989417,0.6599616858237548,0.8441676757193104,121,MobileNet_RecPlot + MobileNet_RecPlot
42/59,0.711864406779661,0.6585372419176828,0.6692209450830141,0.8532433834976647,93,EffNet_RecPlot + EffNet_RecPlot
41/59,0.6949152542372882,0.6577459179609718,0.6647509578544061,0.8400565069480482,65,EffNet_RecPlot + EffNet_RecPlot
41/59,0.6949152542372882,0.6572950819672131,0.655491698595147,0.8360375944184973,87,MobileNet_RecPlot + MobileNet_RecPlot
40/59,0.6779661016949152,0.6328722644327553,0.6462324393358876,0.8369832208960388,12,EffNet_RecPlot + EffNet_RecPlot
