acertos,acc,f1_macro,recall_macro,specificity_macro,seed,cenario
57/59,0.9661016949152542,0.9614091060152875,0.9629629629629629,0.9817966903073286,42,MobileNet_Original + EffNet_Original
56/59,0.9491525423728814,0.9415343915343914,0.9584929757343551,0.9787234042553191,107,MobileNet_Original + EffNet_Original
56/59,0.9491525423728814,0.9384062265418199,0.9444444444444445,0.9747044917257685,87,MobileNet_Original + EffNet_Original
55/59,0.9322033898305084,0.9271067915135712,0.9329501915708812,0.9635933806146572,7,MobileNet_Original + EffNet_Original
55/59,0.9322033898305084,0.9218954248366013,0.9166666666666666,0.9625554978954045,121,MobileNet_Original + EffNet_Original
54/59,0.9152542372881356,0.9043471437539234,0.9144316730523627,0.956501182033097,65,MobileNet_Original + EffNet_Original
54/59,0.9152542372881356,0.9043471437539234,0.9144316730523627,0.956501182033097,107,MobileNet_Original + MobileNet_Original
54/59,0.9152542372881356,0.9042020908758085,0.9074074074074074,0.9524822695035461,93,MobileNet_Original + EffNet_Original
54/59,0.9152542372881356,0.9023041474654377,0.8796296296296297,0.9474254742547426,107,MobileNet_RecPlot + EffNet_Original
54/59,0.9152542372881356,0.898923863330643,0.8959131545338442,0.9554632993138442,42,EffNet_Original + EffNet_Original
54/59,0.9152542372881356,0.8983838383838384,0.898148148148148,0.9554632993138442,42,MobileNet_Original + MobileNet_Original
54/59,0.9152542372881356,0.8972709551656921,0.9029374201787995,0.9594822118433951,12,EffNet_Original + EffNet_Original
53/59,0.8983050847457628,0.8927368927368927,0.8703703703703703,0.9363143631436315,93,MobileNet_RecPlot + EffNet_Original
53/59,0.8983050847457628,0.8884000460087416,0.8703703703703703,0.9373522458628841,87,MobileNet_RecPlot + EffNet_Original
53/59,0.8983050847457628,0.886710239651416,0.8611111111111112,0.9363143631436315,12,EffNet_Original + EffNet_RecPlot
53/59,0.8983050847457628,0.8853615520282186,0.9077266922094508,0.9564089257913855,107,EffNet_Original + EffNet_Original
53/59,0.8983050847457628,0.8786728767753437,0.8611111111111112,0.9403332756731823,42,MobileNet_RecPlot + EffNet_Original
53/59,0.8983050847457628,0.8775459513164431,0.8703703703703703,0.9443521882027331,121,MobileNet_Original + MobileNet_Original
53/59,0.8983050847457628,0.8771684945164507,0.8773946360153256,0.948371100732284,87,EffNet_Original + EffNet_Original
53/59,0.8983050847457628,0.8745098039215686,0.8703703703703703,0.9473332180130312,87,MobileNet_Original + MobileNet_Original
52/59,0.8813559322033898,0.8743055555555556,0.861111111111111,0.926241134751773,42,MobileNet_Original + MobileNet_RecPlot
