fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,50,0.1262211667166816,0.9722222222222222,0.007386655929460101,1.0
2,50,0.08910588517382338,1.0,0.0042276307298191665,1.0
3,42,0.14756416529417038,0.9444444444444444,0.007733095871054963,1.0
4,42,0.10458026544467823,0.9459459459459459,0.011813392156157,1.0
5,43,0.14678231047259438,0.9444444444444444,0.00454332941045908,1.0
