branch,metrica,media,std
effnet_orig,complexity,0.6088614486049784,0.028635734294358058
effnet_orig,faithfulness,-0.01694492166861892,0.18965583262973157
effnet_orig,robustness,162.61837627589702,538.7282427772833
effnet_recplot,complexity,0.6286010271348945,0.03018110576522582
effnet_recplot,faithfulness,-0.04456172361969948,0.16458428307305778
effnet_recplot,robustness,5225.48578363657,14039.608017468665
mobilenet_orig,complexity,0.6346291677218185,0.012843081669551904
mobilenet_orig,faithfulness,0.01442419111263007,0.17768574860302375
mobilenet_orig,robustness,1.2315671160817145,0.1657583490325572
mobilenet_recplot,complexity,0.6343809329201909,0.015738658822546252
mobilenet_recplot,faithfulness,0.010042945854365826,0.17841542709113847
mobilenet_recplot,robustness,1.0025592878460885,0.0031402811276886023
