fold,best_epoch,best_val_loss,best_val_accuracy,best_train_loss,best_train_accuracy
1,37,0.2076302456855774,0.92,0.03678295512994131,0.98989898989899
2,40,0.2347163152694702,0.92,0.018824846907095474,1.0
3,42,0.13239835679531098,0.96,0.024003262847963006,0.9949494949494949
4,46,0.12185960278219106,0.9591836734693877,0.015169425114015839,1.0
5,35,0.2801646800065527,0.9387755102040817,0.051664222125432,0.9899497487437185
